"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","type","percent"
"Italy","Canada","Female","Canada","Italy","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1122,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1124,"successful_grants_6_10_applied","100"
"","","Male","","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1125,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1126,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1127,"successful_grants_6_10_applied","10"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1129,"successful_grants_6_10_applied","90"
"United States","Canada","Male","Canada","California","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1131,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1133,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1134,"successful_grants_6_10_applied","40"
"Canada","Canada","Female","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1142,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1144,"successful_grants_6_10_applied","60"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1145,"successful_grants_6_10_applied","100"
"Canada","Canada","Female","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1146,"successful_grants_6_10_applied","100"
"United States","Canada","Male","Canada","North Carolina","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1147,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1148,"successful_grants_6_10_applied","100"
"United States","United States","Female","United States","New Jersey","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1149,"successful_grants_6_10_applied","10"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1151,"successful_grants_6_10_applied","30"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1152,"successful_grants_6_10_applied","50"
"Canada","Canada","Male","Canada","Nova Scotia","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",1153,"successful_grants_6_10_applied","80"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1155,"successful_grants_6_10_applied","10"
"Canada","","","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1157,"successful_grants_6_10_applied","40"
"Switzerland","Canada","Male","Canada","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1164,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1165,"successful_grants_6_10_applied","90"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1166,"successful_grants_6_10_applied","60"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1167,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1169,"successful_grants_6_10_applied","50"
"Germany","Canada","Male","Canada","Germany","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1170,"successful_grants_6_10_applied","100"
"","Canada","Female","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1171,"successful_grants_6_10_applied","10"
"Canada","Canada","Other","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1172,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1176,"successful_grants_6_10_applied","30"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1177,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","New Brunswick","","Physical Science (eg. math, physics, chemistry, computer science)",1181,"successful_grants_6_10_applied","0"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1187,"successful_grants_6_10_applied","20"
"Canada","Canada","Male","Canada","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1190,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1196,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1198,"successful_grants_6_10_applied","0"
"United States","United States","Male","United States","California","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1199,"successful_grants_6_10_applied","40"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1200,"successful_grants_6_10_applied","0"
"Brazil","Brazil","Male","Brazil","Brazil","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1203,"successful_grants_6_10_applied","10"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1210,"successful_grants_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1211,"successful_grants_6_10_applied","30"
"France","Canada","Male","Canada","France","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1212,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1213,"successful_grants_6_10_applied","60"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1215,"successful_grants_6_10_applied","100"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1218,"successful_grants_6_10_applied","30"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1228,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1231,"successful_grants_6_10_applied","70"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1232,"successful_grants_6_10_applied","20"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1233,"successful_grants_6_10_applied","60"
"United Kingdom","Canada","Male","Canada","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1235,"successful_grants_6_10_applied","0"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1236,"successful_grants_6_10_applied","80"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1239,"successful_grants_6_10_applied","40"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1245,"successful_grants_6_10_applied","50"
"Germany","Canada","Male","Canada","Germany","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1246,"successful_grants_6_10_applied","80"
"Cameroon","Canada","Male","Canada","Cameroon","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1247,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1252,"successful_grants_6_10_applied","90"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1255,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1256,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1257,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1258,"successful_grants_6_10_applied","40"
"Canada","Canada","","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1263,"successful_grants_6_10_applied","30"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1268,"successful_grants_6_10_applied","60"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1269,"successful_grants_6_10_applied","80"
"Canada","Canada","","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1271,"successful_grants_6_10_applied","40"
"Canada","Canada","Female","Canada","Quebec","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Natural Science",1274,"successful_grants_6_10_applied","40"
"Austria","Canada","Male","Canada","Austria","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1281,"successful_grants_6_10_applied","60"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1283,"successful_grants_6_10_applied","100"
"Israel","Israel","Female","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1285,"successful_grants_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1287,"successful_grants_6_10_applied","50"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1294,"successful_grants_6_10_applied","50"
"United States","Israel","Male","Israel","New York","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1301,"successful_grants_6_10_applied","100"
"Israel","Israel","Male","Israel","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1303,"successful_grants_6_10_applied","50"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",1304,"successful_grants_6_10_applied","10"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1320,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1327,"successful_grants_6_10_applied","30"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1329,"successful_grants_6_10_applied","50"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1330,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1333,"successful_grants_6_10_applied","70"
"Israel","","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1334,"successful_grants_6_10_applied","50"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",1335,"successful_grants_6_10_applied","50"
"Israel","Israel","Female","Israel","Israel","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",1337,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1339,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1340,"successful_grants_6_10_applied","50"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1343,"successful_grants_6_10_applied","40"
"Canada","Canada","Other","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1346,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1349,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1354,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1363,"successful_grants_6_10_applied","50"
"Canada","Canada","Female","Canada","Prince Edward Island","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",1364,"successful_grants_6_10_applied","90"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1368,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1369,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1371,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1373,"successful_grants_6_10_applied","0"
"Canada","Canada","Female","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1374,"successful_grants_6_10_applied","70"
"Canada","Canada","Female","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1381,"successful_grants_6_10_applied","20"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1382,"successful_grants_6_10_applied","50"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1384,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1387,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1390,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1394,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1395,"successful_grants_6_10_applied","90"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1396,"successful_grants_6_10_applied","70"
"Canada","Canada","Male","Canada","Ontario","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science",1398,"successful_grants_6_10_applied","60"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1402,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1406,"successful_grants_6_10_applied","100"
"Canada","Canada","Other","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1407,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1409,"successful_grants_6_10_applied","70"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1411,"successful_grants_6_10_applied","70"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1413,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1415,"successful_grants_6_10_applied","90"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1419,"successful_grants_6_10_applied","30"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1422,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1423,"successful_grants_6_10_applied","100"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1425,"successful_grants_6_10_applied","30"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1433,"successful_grants_6_10_applied","40"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1434,"successful_grants_6_10_applied","10"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1441,"successful_grants_6_10_applied","10"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1445,"successful_grants_6_10_applied","60"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1446,"successful_grants_6_10_applied","30"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1447,"successful_grants_6_10_applied","100"
"Canada","Canada","Female","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1448,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1451,"successful_grants_6_10_applied","50"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1453,"successful_grants_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1462,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1463,"successful_grants_6_10_applied","90"
"Canada","Canada","Male","Canada","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1467,"successful_grants_6_10_applied","50"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1470,"successful_grants_6_10_applied","20"
"Canada","Canada","Female","Canada","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1474,"successful_grants_6_10_applied","60"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1475,"successful_grants_6_10_applied","60"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1478,"successful_grants_6_10_applied","50"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1479,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1482,"successful_grants_6_10_applied","20"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1486,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1489,"successful_grants_6_10_applied","60"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1491,"successful_grants_6_10_applied","70"
"Canada","Canada","Male","Canada","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1495,"successful_grants_6_10_applied","100"
"","","Male","","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1498,"successful_grants_6_10_applied","70"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1502,"successful_grants_6_10_applied","60"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1503,"successful_grants_6_10_applied","10"
"Canada","Canada","Female","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1505,"successful_grants_6_10_applied","0"
"United Kingdom","United Kingdom","Male","United Kingdom","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1507,"successful_grants_6_10_applied","0"
"Canada","","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1513,"successful_grants_6_10_applied","80"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1515,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1516,"successful_grants_6_10_applied","100"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1517,"successful_grants_6_10_applied","30"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1519,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1528,"successful_grants_6_10_applied","50"
"United States","Canada","Male","Canada","Michigan","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1537,"successful_grants_6_10_applied","30"
"Canada","Canada","Female","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1538,"successful_grants_6_10_applied","70"
"Canada","Canada","Female","Canada","New Brunswick","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1540,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","British Columbia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1543,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1546,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1547,"successful_grants_6_10_applied","100"
"","Canada","Male","Canada","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",1548,"successful_grants_6_10_applied","50"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1550,"successful_grants_6_10_applied","60"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1554,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Quebec","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1560,"successful_grants_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1561,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1563,"successful_grants_6_10_applied","100"
"Australia","Israel","Male","Israel","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1566,"successful_grants_6_10_applied","30"
"Canada","Canada","Female","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1569,"successful_grants_6_10_applied","40"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1575,"successful_grants_6_10_applied","50"
"Switzerland","Canada","Male","Canada","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1576,"successful_grants_6_10_applied","80"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1579,"successful_grants_6_10_applied","30"
"Germany","Germany","Male","Germany","Germany","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1581,"successful_grants_6_10_applied","0"
"Israel","Israel","Male","Israel","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1582,"successful_grants_6_10_applied","0"
"Denmark","Canada","Male","Canada","Denmark","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1591,"successful_grants_6_10_applied","100"
"United States","Canada","Male","Canada","Florida","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science",1592,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1593,"successful_grants_6_10_applied","80"
"Canada","Canada","Female","Canada","New Brunswick","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1601,"successful_grants_6_10_applied","70"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1604,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1606,"successful_grants_6_10_applied","30"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1607,"successful_grants_6_10_applied","100"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1608,"successful_grants_6_10_applied","0"
"Switzerland","Canada","Male","Canada","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1612,"successful_grants_6_10_applied","0"
"United States","United States","Female","United States","Texas","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1615,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1620,"successful_grants_6_10_applied","50"
"United States","United States","Male","United States","Texas","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1624,"successful_grants_6_10_applied","0"
"United States","United States","Male","United States","Illinois","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Engineering",1625,"successful_grants_6_10_applied","100"
"Canada","United Kingdom","Female","United Kingdom","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1632,"successful_grants_6_10_applied","0"
"United States","United States","Female","United States","Oregon","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1635,"successful_grants_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1636,"successful_grants_6_10_applied","50"
"Canada","Canada","Female","Canada","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1637,"successful_grants_6_10_applied","0"
