"Status","Updated_At","Location","what_participant_group","percent_fundemental_research_current","percent_Use_inspired_Research_current","percent_Applied_Research_current","changed_10yrs","percent_Fundamental_Research_past","percent_Use_inspired_Research_past","percent_Applied_Research_past","Main_reason_change_interest_related","Main_reason_change_Career_related","Main_reason_change_Funding_related","Main_reason_change_Socially_related","Main_reason_change_Other","Main_reason_change_Other_text","view_change_of_type","partnership_outside","partnership_change_10yrs","partnership_outside_before","reason_partnership_change_interest","reason_partnership_change_career","reason_partnership_change_socially","reason_partnership_change_funding","reason_partnership_change_other","reason_partnership_change_other_text","view_change_partnership","external_pi_grant_11_15_fundamental","external_pi_grant_11_15_use","external_pi_grant_11_15_applied","external_pi_grant_6_10_fundamental","external_pi_grant_6_10_use","external_pi_grant_6_10_applied","successful_grants_11_15_fundamental","successful_grants_11_15_use","successful_grants_11_15_applied","successful_grants_6_10_fundamental","successful_grants_6_10_use","successful_grants_6_10_applied","practical_applications_important_11_15","practical_applications_important_6_10","include_nonacademia_partners_success_11_15","include_nonacademia_partners_success_6_10","distribution_funding_11_15_internal","distriution_funding_11_15_government","distriution_funding_11_15_for_profit","distriution_funding_11_15_nongov","distriution_funding_11_15_other","distriution_funding_11_15_other_text","distriution_funding_6_10_internal","distriution_funding_6_10_government","distriution_funding_6_10_for_profit","distriution_funding_6_10_nongov","distriution_funding_6_10_other","distriution_funding_6_10_other_text","success_change_10yrs_fundamental","success_change_10yrs_use","success_change_10yrs_applied","opinion_fundamental_important","high_priority_fundamental","high_priority_use_inspired","high_priority_applied","high_priority_no_change","high_priority_comments","available_funding_fundamental","available_funding_use_inspired","available_funding_applied","next_generation","next_generation_Comments","field_research","PhD_Year","Country_work","gender","Country","nation"
"Complete","9/21/16 20:52","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","50%","0%","50%","Yes","90%","","10%",1,NA,1,NA,NA,"","Neutral","Some partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","0","3-Jan","3-Jan","","3-Jan","20%","No need for applications for this research type","70%","20%","No need for applications for this research type","70%","Very important","Very important","Somewhat important","Somewhat important","70%","0%","30%","0%","0%","","20%","60%","20%","New researcher (no funding in these years)","New researcher (no funding in these years)","","Stayed the same","Stayed the same","Stayed the same","Not very important",NA,NA,1,NA,"","Will stay the same","Will stay the same","Will stay the same","Will stay the same","","Physical Science (eg. math, physics, chemistry, computer science)","2000","","Male","New Zealand","Netherlands"
"Complete","9/21/16 21:09","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","70%","","30%","Yes","20%","","80%",NA,NA,1,NA,NA,"","Very positive","Some partnership","Yes","Strong partnership",NA,NA,NA,1,NA,"","Very positive","3-Jan","","3-Jan","3-Jan","0","0","30%","","","","","","","","","","70%","30%","","","","","","","","","","","Stayed the same","","Stayed the same","Not at all important",NA,NA,1,NA,"Our government see fundamental research as a parasitic activity of no use and is trying to drive industry focussed research with a mid to short term perspective. ","Will decrease considerably","","Will stay the same","Will decrease considerably","In no way would I encourage my children to consider science or any area of research as a career option. I will steer them away. Our society places no real value on research. Universities now exist to supply graduates for industry.","Engineering","2010","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/21/16 21:15","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","0%","20%","80%","Yes","","50%","50%",NA,NA,NA,1,NA,"","Very positive","Strong partnership","Yes","Some partnership",1,NA,NA,NA,NA,"","Very positive","","6-Apr","3-Jan","","3-Jan","","No need for applications for this research type","30%","10%","No need for applications for this research type","20%","","Very important","Quite important","Mandatory","Quite important","30%","50%","10%","10%","0%","","10%","70%","0%","20%","0%","","","Increased","Increased","Somewhat important",NA,NA,1,NA,"","Will stay the same","Will increase slightly","Will increase considerably","Will stay the same","","Medicine and Life Science","1997","New Zealand","Female","New Zealand","New Zealand"
"Complete","9/21/16 21:20","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","100%","0%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","0","0","3-Jan","0","0","0%","0%","0%","50%","0%","0%","Not at all important","Not at all important","Not at all important","Not at all important","80%","20%","0%","0%","","","50%","50%","New researcher (no funding in these years)","New researcher (no funding in these years)","","","Decreased","Can't comment","Can't comment","Somewhat important",NA,1,1,NA,"","Will increase slightly","Will increase slightly","Will increase slightly","","The answers for this question don't make sense","Physical Science (eg. math, physics, chemistry, computer science)","1997","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/21/16 21:40","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","10%","60%","30%","Yes","100%","","",NA,NA,NA,1,NA,"","Slightly positive","Some partnership","Yes","No partnership",NA,NA,1,NA,NA,"","Slightly positive","3-Jan","6-Apr","0","12-Oct","","","0%","20%","","10%","","","Somewhat important","Not at all important","Not very important","Not at all important","10%","80%","10%","0%","","","100%","","","","","","Decreased considerably","Decreased considerably","Can't comment","Somewhat important",NA,1,1,NA,"","Can't comment","Can't comment","Can't comment","Can't comment","","Social Science / Humanities","1997","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/21/16 21:55","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","50%","40%","10%","Yes","90%","0%","0%",NA,NA,NA,1,NA,"","Slightly positive","Some partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Slightly positive","9-Jul","6-Apr","3-Jan","9-Jul","0","0","20%","","","","40%","0%","Mandatory","Somewhat important","Somewhat important","Somewhat important","10%","50%","","40%","0%","","70%","0%","10%","20%","0%","","Decreased","Increased","Increased","Very important",NA,NA,1,NA,"","Will decrease considerably","Will decrease slightly","Will stay the same","Will stay the same","","Social Science / Humanities","2001","","Male","New Zealand","Italy"
"Complete","9/21/16 22:24","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","70%","30%","","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",1,NA,NA,NA,1,"I increased use of partnerships to 'outsource' tasks where the non-research partner is stronger.","Very positive","6-Apr","","","6-Apr","","","20%","","","40%","","","Somewhat important","Somewhat important","Not very important","Somewhat important","80%","","","20%","","","20%","","","80%","","","Decreased","Can't comment","Can't comment","Not very important",NA,NA,1,NA,"","Will stay the same","Will increase slightly","Will increase slightly","Will stay the same","","Natural Science","2004","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/21/16 22:58","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",NA,NA,NA,NA,1,"Their need to be demonstrating engagement with external partners; from my side it has been interest-related.","Very positive","12-Oct","","","6-Apr","","","50%","","","100%","","","Somewhat important","Somewhat important","Somewhat important","Not at all important","60%","20%","","20%","","","80%","","","20%","","","Decreased","","","Not at all important",NA,NA,1,NA,"","Will stay the same","","","","","Social Science / Humanities","1998","New Zealand","Female","New Zealand","New Zealand"
"Complete","9/21/16 23:13","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","20%","","80%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","","","6-Apr","","","3-Jan","","","50%","","","100%","Mandatory","Mandatory","Quite important","Quite important","20%","50%","30%","","","","","80%","20%","","","","Decreased","Stayed the same","Increased","Somewhat important",NA,NA,1,NA,"","Will stay the same","Will stay the same","Will increase slightly","Will decrease slightly","","Natural Science","1983","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/21/16 23:22","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","100%","0%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","0","0","3-Jan","0","0","10%","No need for applications for this research type","No need for applications for this research type","10%","No need for applications for this research type","No need for applications for this research type","Somewhat important","Quite important","Somewhat important","Quite important","90%","10%","","","","","90%","10%","","","","","Stayed the same","Can't comment","Can't comment","Not very important",NA,1,1,NA,"","Will decrease slightly","Will increase slightly","Will increase slightly","Will stay the same","","","","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/22/16 0:38","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","100%","0%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","13-15","0","0","13-15","0","0","10%","No need for applications for this research type","No need for applications for this research type","10%","No need for applications for this research type","No need for applications for this research type","Very important","Very important","Not very important","Not very important","20%","80%","0%","0%","0%","","20%","80%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Can't comment","Can't comment","Not very important",NA,NA,1,NA,"","Will decrease slightly","Will stay the same","Will increase considerably","Will decrease considerably","","Medicine and Life Science","1992","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/22/16 0:41","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","80%","20%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","9-Jul","0","0","","0","0","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Very important","Quite important","Somewhat important","Not very important","90%","10%","0%","0%","0%","","90%","10%","0%","0%","0%","","Decreased considerably","Increased","Increased considerably","Not at all important",NA,NA,1,NA,"","Will decrease considerably","Will decrease slightly","Will increase considerably","Will decrease slightly","","Physical Science (eg. math, physics, chemistry, computer science)","2004","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/22/16 1:46","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","0%","10%","90%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Yes","Strong partnership",NA,1,NA,NA,NA,"","Very positive","3-Jan","3-Jan","9-Jul","0","3-Jan","9-Jul","0%","10%","10%","0%","10%","10%","Very important","Very important","Quite important","Somewhat important","10%","30%","50%","10%","","","10%","50%","40%","","","","Decreased","Stayed the same","Increased","Somewhat important",NA,NA,1,NA,"Strong link between Government funded research and need to have outcomes that increase economic well being, or mitigate environmental effects","Will stay the same","Will decrease slightly","Will increase slightly","Will increase slightly","Government-funded research is a major component of our country's research effort.  Due to the historically low spending on research, it is likely to increase (whether by the government or by giving incentives to companies to contribute co-funding).  The increase in research funding from historical lows will probably encourage people to pursue careers in research.  However, there is the competition from careers that offer higher salaries. ","Engineering","1977","New Zealand","Female","New Zealand","New Zealand"
"Complete","9/22/16 2:08","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","10%","20%","70%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Some partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","","3-Jan","6-Apr","0","0","0","No need for applications for this research type","0%","60%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Very important","Can't comment","Quite important","Can't comment","80%","0%","20%","0%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Can't comment","Can't comment","Can't comment","Can't comment",NA,NA,NA,1,"Just changed countries - cannot comment.","Can't comment","Can't comment","Can't comment","Will stay the same","","Interdisciplinary Science","2013","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/22/16 6:26","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","50%","20%","30%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","9-Jul","6-Apr","12-Oct","9-Jul","6-Apr","12-Oct","40%","40%","20%","40%","40%","20%","Somewhat important","Somewhat important","Somewhat important","Somewhat important","10%","30%","0%","0%","70%","Independent funding agency (though funding originates from Government)","10%","30%","New researcher (no funding in these years)","New researcher (no funding in these years)","60%","","Decreased considerably","Decreased considerably","Decreased considerably","Very important",NA,NA,1,NA,"Please note that just because the research is applied does not mean that it is directed by government or industry. It can be research that seeks to find solutions to problems but can still be independent.  There is increasing government interest in NZ in having industry support research - as the rates are very low in NZ.","Will increase slightly","Will increase slightly","Will increase slightly","Will decrease considerably","We are starting from a low base and it's been difficult in recent years for new researchers to get funding. However, I expect the situation to improve in upcoming years.","Social Science / Humanities","2003","New Zealand","Female","New Zealand","New Zealand"
"Complete","9/22/16 16:52","Texas","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","100%","0%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","0","0","0","0","0","0","70%","No need for applications for this research type","No need for applications for this research type","60%","No need for applications for this research type","No need for applications for this research type","Quite important","Quite important","Not at all important","Not at all important","10%","70%","0%","20%","0%","","10%","70%","New researcher (no funding in these years)","20%","0%","","Decreased considerably","Can't comment","Can't comment","Very important",1,1,1,NA,"","Will increase slightly","Will increase slightly","Will increase slightly","Will stay the same","","Medicine and Life Science","","United States","Female","USA","United States"
"Complete","9/22/16 22:11","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","30%","30%","30%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","","3-Jan","6-Apr","","3-Jan","3-Jan","","40%","40%","","10%","10%","Very important","Very important","Quite important","Quite important","20%","40%","","40%","","","60%","","","20%","20%","Self funded","Can't comment","Can't comment","Can't comment","Somewhat important",NA,NA,NA,1,"","Can't comment","Can't comment","Can't comment","Can't comment","","Medicine and Life Science","1971","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/23/16 7:45","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","50%","50%","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","3-Jan","","3-Jan","3-Jan","","0%","0%","","0%","0%","","Can't comment","Can't comment","Can't comment","Can't comment","100%","0%","0%","0%","0%","","100%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Increased","Increased considerably","Not very important",NA,NA,1,NA,"","Will decrease slightly","Will increase slightly","Will increase considerably","Will decrease slightly","","Social Science / Humanities","1999","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/24/16 21:22","New York","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","0%","100%","0%","Yes","0%","50%","50%",1,1,1,NA,NA,"","Neutral","Strong partnership","No","",NA,NA,NA,NA,NA,"","","0","3-Jan","3-Jan","0","0","0","","10%","10%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Very important","Can't comment","Quite important","Can't comment","10%","0%","0%","50%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Can't comment","Can't comment","Can't comment","Not very important",NA,NA,1,NA,"","Will increase slightly","Will increase slightly","Will increase slightly","Will increase slightly","If changes in research funding bring academic institutions closer to non-academic ones through requirements to have partners or a clear application or produce clear ""outputs"", then more people might be able to participate in research as they needn't necessarily win an academic post to do so. Concurrently, if the very definition of research changes then, by definition, more people will become involved without necessarily changing their work patterns.","Medicine and Life Science","2013","United States","Male","USA","United States"
"Complete","9/25/16 20:00","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","40%","60%","","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","Some partnership",NA,NA,1,NA,NA,"","Very positive","0","0","","0","9-Jul","","0%","0%","","0%","80%","","Mandatory","Very important","Mandatory","Quite important","0%","0%","0%","0%","0%","","80%","10%","","10%","","","Can't comment","Can't comment","Can't comment","Not at all important",NA,NA,1,NA,"","Will decrease slightly","Will stay the same","Will increase considerably","Will decrease slightly","","Social Science / Humanities","1992","","Female","New Zealand","Italy"
"Complete","9/25/16 23:26","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","0%","50%","50%","Yes","30%","40%","30%",1,NA,NA,1,NA,"","Slightly positive","Some partnership","No","",NA,NA,NA,NA,NA,"","","","6-Apr","","3-Jan","3-Jan","","No need for applications for this research type","60%","No need for applications for this research type","No need for applications for this research type","0%","0%","Very important","Quite important","Mandatory","Quite important","40%","60%","","","","","30%","70%","","","","","Decreased","Stayed the same","Increased","Not very important",NA,NA,1,NA,"","Will decrease considerably","Will stay the same","Will increase slightly","Will decrease slightly","","Physical Science (eg. math, physics, chemistry, computer science)","","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/27/16 16:43","France","Senior academic researcher with >10 years of experience applying for research grants","70%","","30%","Yes","100%","","",1,NA,NA,NA,NA,"","Very positive","No partnership","No","",NA,NA,NA,NA,NA,"","","9-Jul","0","3-Jan","6-Apr","0","0","10%","0%","0%","0%","0%","0%","Somewhat important","Not at all important","Somewhat important","Not at all important","0%","100%","0%","0%","0%","","10%","0%","0%","0%","","","Decreased","Can't comment","Increased","Not very important",NA,NA,1,NA,"","Will stay the same","Can't comment","Will increase slightly","Will decrease slightly","","Physical Science (eg. math, physics, chemistry, computer science)","2005","New Zealand","Male","France","New Zealand"
"Complete","9/28/16 12:11","","Senior academic researcher with >10 years of experience applying for research grants","20%","40%","40%","Yes","20%","60%","20%",NA,NA,NA,1,NA,"","Very positive","No partnership","No","",NA,NA,NA,NA,NA,"","","0","3-Jan","3-Jan","3-Jan","6-Apr","3-Jan","No need for applications for this research type","20%","30%","No need for applications for this research type","30%","20%","Somewhat important","Not at all important","Not at all important","Not at all important","","100%","","","","","","100%","","","","","Can't comment","Can't comment","Can't comment","Not very important",NA,NA,NA,1,"","Will stay the same","Will increase slightly","Will increase slightly","Can't comment","","Medicine and Life Science","1984","New Zealand","Male","","New Zealand"
"Complete","9/29/16 7:37","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","0%","70%","30%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",1,NA,NA,NA,NA,"","Very positive","0","12-Oct","6-Apr","6-Apr","","3-Jan","No need for applications for this research type","50%","50%","No need for applications for this research type","50%","50%","Very important","Very important","Quite important","Quite important","80%","20%","","","","","100%","","","","","","Can't comment","Increased","Stayed the same","Not very important",NA,NA,1,NA,"","Will stay the same","Will increase slightly","Will increase considerably","Will decrease slightly","","Social Science / Humanities","","","Female","New Zealand","Italy"
"Complete","9/30/16 4:33","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","13-15","","","13-15","","","10%","","","20%","","","Somewhat important","Somewhat important","Not very important","Not very important","10%","90%","","","","","30%","70%","","","","","Decreased considerably","Stayed the same","Increased considerably","Not very important",NA,NA,1,NA,"","Will stay the same","Will decrease considerably","Will increase considerably","Will decrease considerably","","Physical Science (eg. math, physics, chemistry, computer science)","1998","New Zealand","Male","New Zealand","New Zealand"
"Complete","9/30/16 4:40","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","60%","40%","","Yes","50%","50%","",1,1,NA,NA,NA,"","Very positive","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","6-Apr","","6-Apr","6-Apr","","20%","20%","","20%","20%","","Somewhat important","Somewhat important","Somewhat important","Somewhat important","80%","20%","","","","","80%","20%","","","","","Decreased considerably","Decreased considerably","","Very important",1,1,1,NA,"","Will decrease considerably","Will decrease considerably","Will decrease considerably","Will decrease considerably","","Social Science / Humanities","2004","New Zealand","Male","New Zealand","New Zealand"
"Complete","10/3/16 5:13","Virginia","Senior academic researcher with >10 years of experience applying for research grants","100%","0%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","","","3-Jan","","","100%","No need for applications for this research type","No need for applications for this research type","100%","No need for applications for this research type","No need for applications for this research type","Not at all important","Not at all important","Not at all important","Not at all important","0%","100%","0%","0%","0%","","New researcher (no funding in these years)","100%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Can't comment","Can't comment","Can't comment","Very important",NA,NA,NA,NA,"Not sure","Can't comment","Can't comment","Can't comment","","What kind of changes?","Physical Science (eg. math, physics, chemistry, computer science)","1995","United States","Male","USA","United States"
"Complete","10/3/16 5:50","Netherlands","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","90%","10%","","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","12-Oct","3-Jan","","","","","20%","20%","","","","","Somewhat important","Can't comment","Can't comment","","","80%","","20%","","","","","","","","","Decreased","Stayed the same","Increased","Very important",NA,1,1,NA,"High priority has also been given to research that requires/use powerful and large high performance computing to favor/motivate the build up of large computing facilities.","Will decrease slightly","Will stay the same","Will increase slightly","Will decrease considerably","","Physical Science (eg. math, physics, chemistry, computer science)","2005","United States","Male","Netherlands","United States"
"Complete","10/3/16 5:52","Utah","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","30%","50%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","6-Apr","12-Oct","0","0","3-Jan","40%","30%","20%","No need for applications for this research type","No need for applications for this research type","0%","Very important","Quite important","Mandatory","Not very important","10%","30%","60%","0%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Stayed the same","Increased considerably","Very important",NA,NA,1,NA,"","Will decrease slightly","Will stay the same","Will increase considerably","Will increase considerably","","Engineering","2005","United States","Male","USA","United States"
"Complete","10/3/16 8:24","Argentina","Senior academic researcher with >10 years of experience applying for research grants","70%","","30%","Yes","","","",NA,1,NA,NA,NA,"","Neutral","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","0","0","6-Apr","0","0","50%","","","10%","","","Somewhat important","Not at all important","Not at all important","Not at all important","","100%","","","","","","10%","","","","","Increased considerably","","","Not very important",1,NA,NA,NA,"","Will decrease slightly","","","Will stay the same","","Medicine and Life Science","1971","Argentina","Male","Argentina","Argentina"
"Complete","10/3/16 10:26","Virginia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","100%","0%","0%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Very important",NA,1,1,NA,"","Will stay the same","Will increase slightly","Will increase slightly","Will stay the same","","Physical Science (eg. math, physics, chemistry, computer science)","2012","United States","Male","USA","United States"
"Complete","10/3/16 10:36","Minnesota","Senior academic researcher with >10 years of experience applying for research grants","0%","70%","30%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","No partnership",1,NA,NA,NA,NA,"","Slightly positive","0","9-Jul","3-Jan","0","9-Jul","3-Jan","No need for applications for this research type","30%","30%","No need for applications for this research type","30%","30%","Very important","Very important","Not very important","Not very important","30%","60%","10%","0%","0%","","30%","60%","New researcher (no funding in these years)","10%","New researcher (no funding in these years)","","Decreased","Decreased","Decreased","Very important",NA,NA,1,NA,"Big science hypothesis free genomics hunting for disease associations that can be monetized by industry is driving much NIH research in the US.  This is reducing funds for traditional small basic science and/or clinical investigation.","Will decrease slightly","Will decrease slightly","Will increase slightly","Will decrease slightly","In the US there is a mismatch between the number of trainees and the number of positions.  Many trainees used as indentured servants.","Medicine and Life Science","I did not complete a PhD","","Male","USA","Italy"
"Complete","10/3/16 10:53","Virginia","Senior academic researcher with >10 years of experience applying for research grants","70%","20%","","Yes","100%","0%","",NA,NA,1,NA,NA,"","Very positive","No partnership","No","No partnership",NA,NA,NA,NA,NA,"","","9-Jul","6-Apr","0","9-Jul","3-Jan","0","50%","80%","No need for applications for this research type","50%","80%","No need for applications for this research type","Very important","Somewhat important","Not at all important","Not at all important","30%","70%","0%","0%","","","10%","80%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Stayed the same","Can't comment","Somewhat important",NA,1,NA,NA,"","Will decrease slightly","Will increase slightly","Can't comment","Will stay the same","","Interdisciplinary Science","1999","United States","Female","USA","United States"
"Complete","10/3/16 11:01","Japan","Senior academic researcher with >10 years of experience applying for research grants","50%","30%","20%","Yes","70%","20%","10%",1,1,1,1,1,"Impatience with slow pace at science converting basic science to the real world","Very positive","Some partnership","Yes","Some partnership",NA,NA,NA,NA,NA,"","Neutral","16+","6-Apr","3-Jan","16+","6-Apr","3-Jan","20%","30%","40%","30%","40%","50%","Very important","Quite important","Somewhat important","Not very important","30%","50%","","20%","","","20%","60%","","20%","","","Decreased considerably","Decreased","Decreased","Not very important",NA,1,1,NA,"","Will decrease slightly","Will stay the same","Will stay the same","","I find this latter question ambiguous. Poor government funding levels is discouraging young scientists. ","Medicine and Life Science","1993","United States","Male","Japan","United States"
"Complete","10/3/16 11:24","Minnesota","Senior academic researcher with >10 years of experience applying for research grants","50%","20%","30%","Yes","80%","10%","10%",NA,NA,1,NA,NA,"","Slightly negative","Some partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Neutral","3-Jan","3-Jan","6-Apr","","","","30%","60%","60%","20%","60%","60%","Quite important","Quite important","Not at all important","Not at all important","100%","","","","","","100%","","","","","","Decreased","Decreased","Increased","Very important",NA,NA,1,NA,"","Will decrease slightly","Will stay the same","Will stay the same","Will decrease considerably","","Medicine and Life Science","","United States","Male","USA","United States"
"Complete","10/3/16 12:11","California","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","50%","20%","30%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Some partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","0","3-Jan","3-Jan","0","0","0%","0%","0%","100%","0%","0%","Very important","Somewhat important","Quite important","Somewhat important","50%","0%","0%","50%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Decreased","Decreased","Not at all important",NA,NA,1,NA,"","Will decrease slightly","Will stay the same","Will stay the same","Will stay the same","","Physical Science (eg. math, physics, chemistry, computer science)","2012","United States","Male","USA","United States"
"Complete","10/3/16 12:55","Virginia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","30%","40%","30%","Yes","50%","40%","10%",NA,NA,1,NA,NA,"","Slightly positive","Some partnership","Yes","No partnership",1,1,NA,1,NA,"","Very positive","6-Apr","6-Apr","3-Jan","0","0","0","20%","50%","50%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Very important","Somewhat important","Not very important","Not very important","10%","","0%","90%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased","Increased considerably","Increased considerably","Not very important",NA,1,1,NA,"","Will decrease considerably","Will decrease slightly","Will decrease slightly","Will decrease slightly","","Physical Science (eg. math, physics, chemistry, computer science)","2007","United States","Female","USA","United States"
"Complete","10/3/16 13:13","Virginia","Senior academic researcher with >10 years of experience applying for research grants","30%","70%","0%","Yes","80%","20%","0%",1,1,1,1,NA,"","Very positive","No partnership","No","",NA,NA,NA,NA,NA,"","","0","3-Jan","0","3-Jan","3-Jan","0","No need for applications for this research type","100%","No need for applications for this research type","30%","No need for applications for this research type","No need for applications for this research type","Mandatory","Somewhat important","Somewhat important","Not very important","0%","70%","0%","30%","0%","","New researcher (no funding in these years)","100%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Increased considerably","Can't comment","Not very important",NA,1,1,NA,"","Will decrease considerably","Will increase slightly","Will increase considerably","Will decrease considerably","","Physical Science (eg. math, physics, chemistry, computer science)","1999","United States","Female","USA","United States"
