"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","type.grant","number"
"Canada","Canada","Female","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1104","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1105","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1106","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1107","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1108","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1109","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1110","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1111","external_pi_grant_6_10_applied","0"
"France","Canada","Male","Canada","France","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities","1112","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","New Brunswick","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1113","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1114","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1115","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1116","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1117","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1118","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1119","external_pi_grant_6_10_applied","0"
"Germany","Canada","Male","Canada","Germany","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1120","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Female","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1121","external_pi_grant_6_10_applied","0"
"Italy","Canada","Female","Canada","Italy","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1122","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1123","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1124","external_pi_grant_6_10_applied","1-3"
"","","Male","","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1125","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1126","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1127","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1128","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1129","external_pi_grant_6_10_applied","16+"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1130","external_pi_grant_6_10_applied","0"
"United States","Canada","Male","Canada","California","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1131","external_pi_grant_6_10_applied","10-12"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1132","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1133","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1134","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1135","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1136","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1137","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1138","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1139","external_pi_grant_6_10_applied","0"
"Canada","Austria","Male","Austria","Ontario","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)","1140","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1141","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1142","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1143","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1144","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1145","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Female","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1146","external_pi_grant_6_10_applied","1-3"
"United States","Canada","Male","Canada","North Carolina","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1147","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1148","external_pi_grant_6_10_applied","4-6"
"United States","United States","Female","United States","New Jersey","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1149","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1150","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1151","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1152","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Nova Scotia","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science","1153","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1154","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1155","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1156","external_pi_grant_6_10_applied","0"
"Canada","","","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1157","external_pi_grant_6_10_applied","7-9"
"United States","Canada","Female","Canada","New Mexico","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1158","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1159","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1160","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1161","external_pi_grant_6_10_applied","0"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1162","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1163","external_pi_grant_6_10_applied","0"
"Switzerland","Canada","Male","Canada","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1164","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1165","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1166","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1167","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1168","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1169","external_pi_grant_6_10_applied","1-3"
"Germany","Canada","Male","Canada","Germany","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1170","external_pi_grant_6_10_applied","1-3"
"","Canada","Female","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities","1171","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Other","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1172","external_pi_grant_6_10_applied","0"
"Sweden","Sweden","Female","Sweden","Sweden","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","1173","external_pi_grant_6_10_applied","0"
"Denmark","Canada","Male","Canada","Denmark","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1174","external_pi_grant_6_10_applied","0"
"France","Canada","Male","Canada","France","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1175","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1176","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1177","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1178","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1179","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1180","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","New Brunswick","","Physical Science (eg. math, physics, chemistry, computer science)","1181","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Female","Canada","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities","1182","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1183","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1184","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1185","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1186","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1187","external_pi_grant_6_10_applied","7-9"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1188","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1189","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","New Brunswick","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1190","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1191","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1192","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1193","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1194","external_pi_grant_6_10_applied","0"
"United States","United States","Male","United States","Nebraska","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1195","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1196","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1197","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1198","external_pi_grant_6_10_applied","0"
"United States","United States","Male","United States","California","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1199","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1200","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1201","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1202","external_pi_grant_6_10_applied","0"
"Brazil","Brazil","Male","Brazil","Brazil","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1203","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","1204","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1205","external_pi_grant_6_10_applied","0"
"Greece","Canada","Male","Canada","Greece","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1206","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1207","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1208","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1209","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1210","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1211","external_pi_grant_6_10_applied","4-6"
"France","Canada","Male","Canada","France","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1212","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","1213","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1214","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1215","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1216","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1217","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1218","external_pi_grant_6_10_applied","1-3"
"","Canada","Female","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1219","external_pi_grant_6_10_applied","0"
"","Canada","Female","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1220","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science","1221","external_pi_grant_6_10_applied","0"
"Denmark","Canada","Male","Canada","Denmark","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1222","external_pi_grant_6_10_applied","1-3"
"United Kingdom","United Kingdom","Female","United Kingdom","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","1223","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1224","external_pi_grant_6_10_applied","0"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1225","external_pi_grant_6_10_applied","0"
"","Canada","Male","Canada","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)","1226","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1227","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1228","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Male","Canada","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1229","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1230","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1231","external_pi_grant_6_10_applied","10-12"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1232","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Male","Canada","Newfoundland and Labrador","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1233","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Other","1234","external_pi_grant_6_10_applied","0"
"United Kingdom","Canada","Male","Canada","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1235","external_pi_grant_6_10_applied","0"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1236","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Female","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1237","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1238","external_pi_grant_6_10_applied","0"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1239","external_pi_grant_6_10_applied","1-3"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1240","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1241","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1242","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1243","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1244","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1245","external_pi_grant_6_10_applied","1-3"
"Germany","Canada","Male","Canada","Germany","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1246","external_pi_grant_6_10_applied","4-6"
"Cameroon","Canada","Male","Canada","Cameroon","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1247","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Saskatchewan","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering","1248","external_pi_grant_6_10_applied","0"
"","Canada","Female","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1249","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1250","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1251","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1252","external_pi_grant_6_10_applied","4-6"
"Netherlands","Canada","Male","Canada","Netherlands","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1253","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1254","external_pi_grant_6_10_applied","0"
"","Canada","Male","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1255","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1256","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1257","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1258","external_pi_grant_6_10_applied","1-3"
"Canada","","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1259","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1260","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1261","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1262","external_pi_grant_6_10_applied","0"
"Canada","Canada","","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities","1263","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Female","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","1264","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","1265","external_pi_grant_6_10_applied","0"
"Chile","Chile","Male","Chile","Chile","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","1266","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","New Brunswick","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1267","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1268","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering","1269","external_pi_grant_6_10_applied","4-6"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1270","external_pi_grant_6_10_applied","0"
"Canada","Canada","","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","1271","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","1272","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1273","external_pi_grant_6_10_applied","0"
"Canada","Canada","Female","Canada","Quebec","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","Natural Science","1274","external_pi_grant_6_10_applied","1-3"
"Canada","Canada","Male","Canada","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","1275","external_pi_grant_6_10_applied","0"
"Canada","Canada","Male","Canada","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","1276","external_pi_grant_6_10_applied","0"
"","Canada","Male","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","1277","external_pi_grant_6_10_applied","0"
"Australia","Australia","Male","Australia","Australia","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Engineering","1278","external_pi_grant_6_10_applied","0"
