"","Location","Country","gender","type_past","percent_past"
"2233","","","Male","percent_Use_inspired_Research_past",10
"2234","Belgium","Belgium","Male","percent_Use_inspired_Research_past",60
"2235","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"2236","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",10
"2237","Louisiana","USA","Male","percent_Use_inspired_Research_past",0
"2238","California","USA","Female","percent_Use_inspired_Research_past",30
"2239","California","USA","Female","percent_Use_inspired_Research_past",0
"2240","California","USA","Male","percent_Use_inspired_Research_past",40
"2241","Quebec","Canada","Female","percent_Use_inspired_Research_past",30
"2242","Greece","Greece","Male","percent_Use_inspired_Research_past",0
"2243","Alberta","Canada","Female","percent_Use_inspired_Research_past",0
"2244","New Brunswick","Canada","Male","percent_Use_inspired_Research_past",0
"2245","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"2246","","","Female","percent_Use_inspired_Research_past",30
"2247","Ontario","Canada","Male","percent_Use_inspired_Research_past",30
"2248","Ontario","Canada","Male","percent_Use_inspired_Research_past",30
"2249","Nigeria","Nigeria","Male","percent_Use_inspired_Research_past",30
"2250","Hawaii","USA","Male","percent_Use_inspired_Research_past",0
"2251","British Columbia","Canada","Male","percent_Use_inspired_Research_past",40
"2252","","","Male","percent_Use_inspired_Research_past",20
"2253","New Zealand","New Zealand","Male","percent_Use_inspired_Research_past",40
"2254","British Columbia","Canada","Male","percent_Use_inspired_Research_past",0
"2255","India","India","Male","percent_Use_inspired_Research_past",60
"2256","Cyprus","Cyprus","Male","percent_Use_inspired_Research_past",0
"2257","Austria","Austria","Male","percent_Use_inspired_Research_past",0
"2258","California","USA","Female","percent_Use_inspired_Research_past",20
"2259","California","USA","Male","percent_Use_inspired_Research_past",0
"2260","Germany","Germany","Male","percent_Use_inspired_Research_past",10
"2261","","","Female","percent_Use_inspired_Research_past",10
"2262","Oklahoma","USA","Female","percent_Use_inspired_Research_past",20
"2263","Ohio","USA","Male","percent_Use_inspired_Research_past",30
"2264","Ontario","Canada","Female","percent_Use_inspired_Research_past",10
"2265","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"2266","Alberta","Canada","Male","percent_Use_inspired_Research_past",30
"2267","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"2268","Alberta","Canada","Female","percent_Use_inspired_Research_past",30
"2269","Nova Scotia","Canada","Female","percent_Use_inspired_Research_past",0
"2270","Indiana","USA","Male","percent_Use_inspired_Research_past",40
"2271","Ontario","Canada","Male","percent_Use_inspired_Research_past",40
"2272","New York","USA","Male","percent_Use_inspired_Research_past",30
"2273","","","Male","percent_Use_inspired_Research_past",0
"2274","Maryland","USA","Male","percent_Use_inspired_Research_past",10
"2275","Switzerland","Switzerland","Female","percent_Use_inspired_Research_past",20
"2276","","","Female","percent_Use_inspired_Research_past",20
"2277","Ontario","Canada","Male","percent_Use_inspired_Research_past",36.3636363636364
"2278","Michigan","USA","Male","percent_Use_inspired_Research_past",60
"2279","Colorado","USA","Female","percent_Use_inspired_Research_past",50
"2280","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"2281","","","Female","percent_Use_inspired_Research_past",30
"2282","Lesotho","Lesotho","Male","percent_Use_inspired_Research_past",30
"2283","Saskatchewan","Canada","Male","percent_Use_inspired_Research_past",0
"2284","Vietnam","Vietnam","Female","percent_Use_inspired_Research_past",0
"2285","Nicaragua","Nicaragua","Male","percent_Use_inspired_Research_past",20
"2286","California","USA","Male","percent_Use_inspired_Research_past",20
"2287","British Columbia","Canada","Male","percent_Use_inspired_Research_past",30
"2288","Nevada","USA","Male","percent_Use_inspired_Research_past",60
"2289","Israel","Israel","Male","percent_Use_inspired_Research_past",0
"2290","Mozambique","Mozambique","Male","percent_Use_inspired_Research_past",34.6153846153846
"2291","Malaysia","Malaysia","Male","percent_Use_inspired_Research_past",10
"2292","British Columbia","Canada","Male","percent_Use_inspired_Research_past",20
"2293","Russian Federation","Russian Federation","Male","percent_Use_inspired_Research_past",40
"2294","Indonesia","Indonesia","Male","percent_Use_inspired_Research_past",100
"2295","Nepal","Nepal","Male","percent_Use_inspired_Research_past",33.3333333333333
"2296","India","India","Male","percent_Use_inspired_Research_past",0
"2297","Japan","Japan","Male","percent_Use_inspired_Research_past",0
"2298","Iowa","USA","Male","percent_Use_inspired_Research_past",0
"2299","","","Female","percent_Use_inspired_Research_past",10
"2300","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"2301","Ontario","Canada","Male","percent_Use_inspired_Research_past",0
"2302","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"2303","Australia","Australia","Female","percent_Use_inspired_Research_past",20
"2304","Malaysia","Malaysia","Female","percent_Use_inspired_Research_past",0
"2305","Ontario","Canada","Male","percent_Use_inspired_Research_past",10
"2306","Alberta","Canada","Female","percent_Use_inspired_Research_past",60
"2307","","","Male","percent_Use_inspired_Research_past",10
"2308","Quebec","Canada","Female","percent_Use_inspired_Research_past",20
"2309","British Columbia","Canada","Male","percent_Use_inspired_Research_past",0
"2310","British Columbia","Canada","Male","percent_Use_inspired_Research_past",20
"2311","British Columbia","Canada","Female","percent_Use_inspired_Research_past",20
"2312","Germany","Germany","Male","percent_Use_inspired_Research_past",0
"2313","","","Male","percent_Use_inspired_Research_past",40
"2314","Quebec","Canada","Female","percent_Use_inspired_Research_past",20
"2315","California","USA","Male","percent_Use_inspired_Research_past",30
"2316","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",50
"2317","Florida","USA","Male","percent_Use_inspired_Research_past",0
"2318","Ontario","Canada","Male","percent_Use_inspired_Research_past",20
"2319","Hawaii","USA","Male","percent_Use_inspired_Research_past",20
"2320","Ontario","Canada","Female","percent_Use_inspired_Research_past",0
"2321","Texas","USA","Male","percent_Use_inspired_Research_past",0
"2322","Massachusetts","USA","Female","percent_Use_inspired_Research_past",20
"2323","North Carolina","USA","Male","percent_Use_inspired_Research_past",20
"2324","","","Male","percent_Use_inspired_Research_past",0
"2325","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",40
"2326","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",20
"2327","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",50
"2328","","","Male","percent_Use_inspired_Research_past",33.3333333333333
"2329","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",30
"2330","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2331","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",40
"2332","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2333","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",20
"2334","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",30
"2335","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",20
"2336","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",30
"2337","Switzerland","Switzerland","Male","percent_Use_inspired_Research_past",30
"2338","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",20
"2339","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2340","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",50
"2341","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2342","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",50
"2343","Australia","Australia","Female","percent_Use_inspired_Research_past",0
"2344","China","China","Male","percent_Use_inspired_Research_past",0
"2345","Washington","USA","Male","percent_Use_inspired_Research_past",66.6666666666667
"2346","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",50
"2347","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",20
"2348","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",0
"2349","Russian Federation","Russian Federation","Male","percent_Use_inspired_Research_past",0
"2350","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",20
"2351","Germany","Germany","Male","percent_Use_inspired_Research_past",10
"2352","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2353","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",10
"2354","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",30
"2355","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",33.3333333333333
"2356","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2357","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",30
"2358","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",0
"2359","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",50
"2360","China","China","Female","percent_Use_inspired_Research_past",50
"2361","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",20
"2362","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2363","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",10
"2364","Quebec","Canada","Male","percent_Use_inspired_Research_past",0
"2365","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",30
"2366","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",40
"2367","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2368","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2369","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",20
"2370","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2371","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",10
"2372","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",100
"2373","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",0
"2374","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",0
"2375","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",50
"2376","United Kingdom","United Kingdom","Female","percent_Use_inspired_Research_past",0
"2377","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",20
"2378","United Kingdom","United Kingdom","Male","percent_Use_inspired_Research_past",60
"2379","Germany","Germany","Male","percent_Use_inspired_Research_past",0
"2380","British Columbia","Canada","Other","total_research",70
"2381","British Columbia","Canada","Female","total_research",100
"2382","Netherlands","Netherlands","Male","total_research",100
"2383","Netherlands","Netherlands","Female","total_research",100
"2384","Netherlands","Netherlands","Male","total_research",100
"2385","Netherlands","Netherlands","Male","total_research",100
"2386","","","Female","total_research",100
"2387","South Africa","South Africa","Male","total_research",100
"2388","Denmark","Denmark","Male","total_research",100
"2389","Netherlands","Netherlands","Female","total_research",100
"2390","Netherlands","Netherlands","Other","total_research",100
"2391","Netherlands","Netherlands","Male","total_research",100
"2392","Netherlands","Netherlands","Male","total_research",100
"2393","United Kingdom","United Kingdom","Male","total_research",100
"2394","California","USA","Male","total_research",100
"2395","Netherlands","Netherlands","Female","total_research",100
"2396","New Zealand","New Zealand","Male","total_research",100
"2397","France","France","Female","total_research",100
"2398","","","Female","total_research",100
"2399","South Africa","South Africa","Female","total_research",100
"2400","Portugal","Portugal","Male","total_research",100
"2401","Malaysia","Malaysia","Female","total_research",90
"2402","Netherlands","Netherlands","Male","total_research",110
"2403","Netherlands","Netherlands","Male","total_research",100
"2404","Italy","Italy","Male","total_research",100
"2405","Italy","Italy","Male","total_research",100
"2406","Italy","Italy","Male","total_research",100
"2407","Italy","Italy","Male","total_research",100
"2408","Italy","Italy","Male","total_research",100
"2409","Italy","Italy","Male","total_research",100
"2410","Italy","Italy","Male","total_research",100
"2411","Italy","Italy","Male","total_research",100
"2412","Italy","Italy","Female","total_research",100
"2413","Netherlands","Netherlands","Female","total_research",100
"2414","France","France","Male","total_research",100
"2415","Argentina","Argentina","Male","total_research",100
"2416","Italy","Italy","Male","total_research",100
"2417","Italy","Italy","Male","total_research",100
"2418","Greece","Greece","Female","total_research",100
"2419","Italy","Italy","Male","total_research",100
"2420","Cyprus","Cyprus","Female","total_research",100
"2421","Vietnam","Vietnam","Male","total_research",90
"2422","Italy","Italy","Male","total_research",100
"2423","Netherlands","Netherlands","Male","total_research",100
"2424","Italy","Italy","Male","total_research",100
"2425","Spain","Spain","Female","total_research",100
"2426","Switzerland","Switzerland","Male","total_research",100
"2427","Finland","Finland","Male","total_research",100
"2428","Massachusetts","USA","Female","total_research",100
"2429","India","India","Male","total_research",160
"2430","Japan","Japan","Male","total_research",100
"2431","Italy","Italy","Male","total_research",100
"2432","France","France","Female","total_research",100
"2433","Italy","Italy","Female","total_research",100
"2434","California","USA","Male","total_research",100
"2435","Egypt","Egypt","Male","total_research",100
"2436","Italy","Italy","Female","total_research",100
"2437","United Kingdom","United Kingdom","Female","total_research",100
"2438","Netherlands","Netherlands","Female","total_research",100
"2439","Malaysia","Malaysia","Male","total_research",100
"2440","United Kingdom","United Kingdom","Male","total_research",100
"2441","","","Female","total_research",100
"2442","Ontario","Canada","Female","total_research",100
"2443","Portugal","Portugal","Male","total_research",100
"2444","United Kingdom","United Kingdom","Male","total_research",100
"2445","Israel","Israel","Female","total_research",100
"2446","Netherlands","Netherlands","Male","total_research",100
"2447","Arizona","USA","Female","total_research",100
"2448","Portugal","Portugal","Male","total_research",100
"2449","California","USA","Female","total_research",100
"2450","Netherlands","Netherlands","Male","total_research",100
"2451","Montenegro","Montenegro","Male","total_research",100
"2452","Australia","Australia","Male","total_research",110
"2453","Australia","Australia","Female","total_research",100
"2454","China","China","Male","total_research",100
"2455","Australia","Australia","Male","total_research",100
"2456","","","Female","total_research",100
"2457","United Kingdom","United Kingdom","Male","total_research",100
"2458","Italy","Italy","Female","total_research",100
"2459","United Kingdom","United Kingdom","Male","total_research",100
"2460","United Kingdom","United Kingdom","Male","total_research",100
"2461","Ontario","Canada","Male","total_research",100
"2462","Poland","Poland","Female","total_research",100
"2463","Oregon","USA","Female","total_research",100
"2464","Australia","Australia","Male","total_research",100
"2465","Israel","Israel","Male","total_research",100
"2466","Netherlands","Netherlands","Female","total_research",100
"2467","Australia","Australia","Female","total_research",100
"2468","Poland","Poland","Male","total_research",100
"2469","Poland","Poland","Male","total_research",100
"2470","Poland","Poland","Female","total_research",90
"2471","Poland","Poland","Male","total_research",100
"2472","Serbia","Serbia","Female","total_research",100
"2473","Japan","Japan","Male","total_research",100
"2474","Israel","Israel","Male","total_research",140
"2475","Israel","Israel","Male","total_research",100
"2476","","","Male","total_research",100
"2477","Israel","Israel","Male","total_research",100
"2478","United Kingdom","United Kingdom","Male","total_research",100
"2479","","","Male","total_research",100
"2480","Maryland","USA","Male","total_research",100
"2481","Israel","Israel","Male","total_research",100
"2482","Israel","Israel","Male","total_research",100
"2483","Israel","Israel","Male","total_research",100
"2484","Switzerland","Switzerland","Female","total_research",100
"2485","Serbia","Serbia","Female","total_research",180
"2486","Israel","Israel","Male","total_research",100
"2487","","","Male","total_research",100
"2488","Israel","Israel","Female","total_research",100
"2489","France","France","Female","total_research",100
"2490","Israel","Israel","Male","total_research",100
"2491","British Columbia","Canada","Male","total_research",100
"2492","Israel","Israel","Male","total_research",100
"2493","","","Female","total_research",100
"2494","France","France","Male","total_research",100
"2495","Israel","Israel","Male","total_research",100
"2496","Israel","Israel","Male","total_research",100
"2497","Israel","Israel","Male","total_research",100
"2498","Greece","Greece","Female","total_research",100
"2499","Israel","Israel","Male","total_research",100
"2500","Quebec","Canada","Female","total_research",100
"2501","Israel","Israel","Male","total_research",160
"2502","New Hampshire","USA","Female","total_research",100
"2503","Israel","Israel","Male","total_research",100
"2504","Maryland","USA","Male","total_research",100
"2505","Israel","Israel","Female","total_research",100
"2506","Israel","Israel","Male","total_research",100
"2507","Israel","Israel","Male","total_research",100
"2508","Vermont","USA","Male","total_research",90
"2509","Israel","Israel","Male","total_research",100
"2510","Spain","Spain","Male","total_research",100
"2511","Israel","Israel","Female","total_research",100
"2512","Israel","Israel","Female","total_research",100
"2513","Israel","Israel","Female","total_research",100
"2514","Israel","Israel","Male","total_research",100
"2515","Israel","Israel","Male","total_research",100
"2516","Israel","Israel","Male","total_research",100
"2517","Israel","Israel","Male","total_research",100
"2518","Israel","Israel","Female","total_research",100
"2519","Israel","Israel","Male","total_research",100
"2520","Ontario","Canada","Female","total_research",100
"2521","Netherlands","Netherlands","Male","total_research",100
"2522","Israel","Israel","Female","total_research",100
"2523","Israel","Israel","Male","total_research",100
"2524","Israel","Israel","Male","total_research",100
"2525","United Kingdom","United Kingdom","Female","total_research",100
"2526","United Kingdom","United Kingdom","Female","total_research",100
"2527","Israel","Israel","Female","total_research",100
"2528","Brazil","Brazil","Female","total_research",100
"2529","Netherlands","Netherlands","Male","total_research",100
"2530","Brazil","Brazil","Male","total_research",110
"2531","Brazil","Brazil","Male","total_research",100
"2532","Brazil","Brazil","Female","total_research",100
"2533","Germany","Germany","Male","total_research",100
"2534","Spain","Spain","Male","total_research",100
"2535","Brazil","Brazil","Female","total_research",100
"2536","Brazil","Brazil","Female","total_research",100
"2537","Italy","Italy","Male","total_research",100
"2538","Uruguay","Uruguay","Male","total_research",150
"2539","Ontario","Canada","Female","total_research",100
"2540","Ontario","Canada","Male","total_research",200
"2541","Quebec","Canada","Male","total_research",100
"2542","Alberta","Canada","Male","total_research",90
"2543","Alberta","Canada","Male","total_research",100
"2544","Alberta","Canada","Female","total_research",100
"2545","Newfoundland and Labrador","Canada","Male","total_research",100
"2546","Alberta","Canada","Male","total_research",100
"2547","Alberta","Canada","Male","total_research",100
"2548","Prince Edward Island","Canada","Female","total_research",100
"2549","Ontario","Canada","Male","total_research",100
"2550","Ontario","Canada","Male","total_research",100
"2551","Nova Scotia","Canada","Female","total_research",100
"2552","Ontario","Canada","Female","total_research",100
"2553","Ontario","Canada","Male","total_research",100
"2554","British Columbia","Canada","Female","total_research",100
"2555","Quebec","Canada","Male","total_research",100
"2556","Quebec","Canada","Female","total_research",100
"2557","Quebec","Canada","Male","total_research",100
"2558","Quebec","Canada","Male","total_research",100
"2559","Nova Scotia","Canada","Male","total_research",100
"2560","Ontario","Canada","Male","total_research",100
"2561","British Columbia","Canada","Male","total_research",100
"2562","Saskatchewan","Canada","Male","total_research",100
"2563","Ontario","Canada","Male","total_research",100
"2564","Alberta","Canada","Male","total_research",100
"2565","Quebec","Canada","Male","total_research",100
"2566","British Columbia","Canada","Female","total_research",100
"2567","Ontario","Canada","Female","total_research",90
"2568","Alberta","Canada","Male","total_research",100
"2569","Newfoundland and Labrador","Canada","Male","total_research",100
"2570","British Columbia","Canada","Male","total_research",110
"2571","France","France","Male","total_research",100
"2572","British Columbia","Canada","Male","total_research",100
"2573","Ontario","Canada","Female","total_research",100
"2574","Ontario","Canada","Male","total_research",100
"2575","Quebec","Canada","Male","total_research",100
"2576","Nova Scotia","Canada","Male","total_research",100
"2577","Ontario","Canada","Female","total_research",100
"2578","Quebec","Canada","Female","total_research",100
"2579","Newfoundland and Labrador","Canada","Male","total_research",100
"2580","Ontario","Canada","Male","total_research",100
"2581","British Columbia","Canada","Male","total_research",100
"2582","British Columbia","Canada","Female","total_research",100
"2583","","","Female","total_research",100
"2584","","","Male","total_research",100
"2585","Alberta","Canada","Male","total_research",100
"2586","Quebec","Canada","Male","total_research",100
"2587","Quebec","Canada","Male","total_research",100
"2588","Ontario","Canada","Male","total_research",100
"2589","Alberta","Canada","Male","total_research",100
"2590","Ontario","Canada","Male","total_research",100
"2591","Alberta","Canada","","total_research",100
"2592","Ontario","Canada","Male","total_research",100
"2593","Ontario","Canada","Male","total_research",100
"2594","British Columbia","Canada","Male","total_research",100
"2595","Ontario","Canada","Male","total_research",90
"2596","British Columbia","Canada","Male","total_research",100
"2597","Newfoundland and Labrador","Canada","Male","total_research",100
"2598","Quebec","Canada","Female","total_research",100
"2599","Ontario","Canada","Male","total_research",100
"2600","Ontario","Canada","Female","total_research",100
"2601","Ontario","Canada","Male","total_research",100
"2602","Ontario","Canada","Male","total_research",100
"2603","British Columbia","Canada","Male","total_research",100
"2604","Alberta","Canada","Female","total_research",100
"2605","Manitoba","Canada","Male","total_research",100
"2606","Ontario","Canada","Male","total_research",90
"2607","British Columbia","Canada","Female","total_research",100
"2608","Nova Scotia","Canada","","total_research",100
"2609","New Brunswick","Canada","Female","total_research",100
"2610","Alberta","Canada","Male","total_research",100
"2611","Alberta","Canada","Male","total_research",100
"2612","Ontario","Canada","Male","total_research",100
"2613","Quebec","Canada","Male","total_research",90
"2614","Ontario","Canada","Male","total_research",100
"2615","British Columbia","Canada","Female","total_research",100
"2616","Alberta","Canada","Male","total_research",100
"2617","Ontario","Canada","Male","total_research",100
"2618","Alberta","Canada","Male","total_research",100
"2619","Ontario","Canada","Male","total_research",100
"2620","Ontario","Canada","","total_research",100
"2621","Ontario","Canada","Male","total_research",100
"2622","Nova Scotia","Canada","Male","total_research",100
"2623","Alberta","Canada","Male","total_research",100
"2624","Ontario","Canada","Male","total_research",100
"2625","Ontario","Canada","Female","total_research",100
"2626","Ontario","Canada","Female","total_research",100
"2627","Nevada","USA","Male","total_research",100
"2628","Ontario","Canada","Female","total_research",100
"2629","Alberta","Canada","Male","total_research",100
"2630","Alberta","Canada","Female","total_research",100
"2631","Alberta","Canada","Female","total_research",100
"2632","Alberta","Canada","Male","total_research",100
"2633","Ontario","Canada","Female","total_research",100
"2634","Ontario","Canada","Male","total_research",100
"2635","Ontario","Canada","Female","total_research",100
"2636","Ontario","Canada","Female","total_research",100
"2637","New Brunswick","Canada","Male","total_research",100
"2638","Quebec","Canada","Male","total_research",90
"2639","Ontario","Canada","Male","total_research",100
"2640","Ontario","Canada","Male","total_research",100
"2641","Ontario","Canada","Male","total_research",100
"2642","","","Male","total_research",100
"2643","Ontario","Canada","Male","total_research",100
"2644","Ontario","Canada","Female","total_research",90
"2645","Ontario","Canada","Male","total_research",100
"2646","Ontario","Canada","Male","total_research",100
"2647","Ontario","Canada","Female","total_research",100
"2648","British Columbia","Canada","Male","total_research",100
"2649","British Columbia","Canada","Male","total_research",100
"2650","British Columbia","Canada","Male","total_research",100
"2651","France","France","Male","total_research",100
"2652","Ontario","Canada","Male","total_research",100
"2653","Alberta","Canada","Female","total_research",100
"2654","Alberta","Canada","Male","total_research",100
"2655","Quebec","Canada","Male","total_research",100
"2656","Ontario","Canada","Male","total_research",100
"2657","British Columbia","Canada","Female","total_research",100
"2658","Ontario","Canada","Male","total_research",100
"2659","Manitoba","Canada","Male","total_research",90
"2660","Ontario","Canada","Male","total_research",150
"2661","Newfoundland and Labrador","Canada","Male","total_research",100
"2662","","","Other","total_research",90
"2663","New York","USA","Male","total_research",100
"2664","Greece","Greece","Male","total_research",100
"2665","Quebec","Canada","Male","total_research",100
"2666","British Columbia","Canada","Female","total_research",100
"2667","British Columbia","Canada","Female","total_research",100
"2668","","","Female","total_research",100
"2669","Ontario","Canada","Female","total_research",90
"2670","Alberta","Canada","Male","total_research",100
"2671","","","Male","total_research",100
"2672","Korea","Korea","Male","total_research",100
"2673","Quebec","Canada","Male","total_research",100
"2674","Ontario","Canada","Male","total_research",100
"2675","Ontario","Canada","Female","total_research",100
"2676","Alberta","Canada","Male","total_research",100
"2677","","","Female","total_research",100
"2678","Alberta","Canada","Male","total_research",100
"2679","New Brunswick","Canada","Male","total_research",100
"2680","Quebec","Canada","Male","total_research",100
"2681","Vermont","USA","Female","total_research",100
"2682","Nova Scotia","Canada","Male","total_research",100
"2683","Ontario","Canada","Male","total_research",100
"2684","Florida","USA","Male","total_research",100
"2685","Chile","Chile","Male","total_research",100
"2686","Saskatchewan","Canada","Male","total_research",100
"2687","Yukon Territory","Canada","Female","total_research",100
"2688","British Columbia","Canada","Male","total_research",100
"2689","","","Male","total_research",100
"2690","Prince Edward Island","Canada","Female","total_research",100
"2691","Alberta","Canada","Male","total_research",100
"2692","","","Male","total_research",100
"2693","British Columbia","Canada","Male","total_research",100
"2694","British Columbia","Canada","Male","total_research",100
"2695","Ontario","Canada","Male","total_research",100
"2696","British Columbia","Canada","Male","total_research",100
"2697","Ontario","Canada","Male","total_research",100
"2698","Quebec","Canada","Male","total_research",100
"2699","Ontario","Canada","Male","total_research",100
"2700","New Brunswick","Canada","Male","total_research",100
"2701","Ontario","Canada","Male","total_research",100
"2702","","","Male","total_research",100
"2703","","","Male","total_research",100
"2704","","","Male","total_research",100
"2705","British Columbia","Canada","Male","total_research",110
"2706","Ontario","Canada","Male","total_research",100
"2707","New York","USA","Male","total_research",100
"2708","Quebec","Canada","Male","total_research",100
"2709","Alberta","Canada","Male","total_research",100
"2710","Japan","Japan","Male","total_research",100
"2711","Ontario","Canada","Female","total_research",100
"2712","","","Male","total_research",100
"2713","Ontario","Canada","Male","total_research",100
"2714","Ontario","Canada","Male","total_research",100
"2715","","","Male","total_research",100
"2716","British Columbia","Canada","Male","total_research",100
"2717","","","Male","total_research",100
"2718","Ontario","Canada","Female","total_research",100
"2719","Serbia","Serbia","Female","total_research",100
"2720","Greece","Greece","Female","total_research",100
"2721","Nova Scotia","Canada","Male","total_research",100
"2722","Newfoundland and Labrador","Canada","Male","total_research",100
"2723","Ontario","Canada","Male","total_research",100
"2724","Newfoundland and Labrador","Canada","Male","total_research",100
"2725","British Columbia","Canada","Male","total_research",100
"2726","","","Male","total_research",100
"2727","Ontario","Canada","Male","total_research",100
"2728","Ontario","Canada","Male","total_research",100
"2729","Germany","Germany","Male","total_research",100
"2730","Alberta","Canada","Male","total_research",100
"2731","Netherlands","Netherlands","Male","total_research",100
"2732","Ontario","Canada","Male","total_research",90
"2733","Alberta","Canada","Female","total_research",100
"2734","Greece","Greece","Male","total_research",100
"2735","Quebec","Canada","Male","total_research",100
"2736","Ontario","Canada","Male","total_research",100
"2737","Ontario","Canada","Female","total_research",100
"2738","New Brunswick","Canada","Male","total_research",100
"2739","Ontario","Canada","Male","total_research",100
"2740","Ontario","Canada","Male","total_research",100
"2741","","","Male","total_research",100
"2742","United Kingdom","United Kingdom","Male","total_research",100
"2743","British Columbia","Canada","Female","total_research",100
"2744","Ontario","Canada","Male","total_research",100
"2745","Ontario","Canada","Male","total_research",100
"2746","Alberta","Canada","Male","total_research",100
"2747","Quebec","Canada","Male","total_research",100
"2748","Ontario","Canada","Male","total_research",100
"2749","Quebec","Canada","Male","total_research",100
"2750","Newfoundland and Labrador","Canada","Male","total_research",100
"2751","Ontario","Canada","Female","total_research",100
"2752","","","Male","total_research",100
"2753","Nova Scotia","Canada","Female","total_research",100
"2754","British Columbia","Canada","Male","total_research",100
"2755","Ontario","Canada","Male","total_research",100
"2756","","","Male","total_research",100
"2757","Ontario","Canada","Male","total_research",100
"2758","Ontario","Canada","Male","total_research",100
"2759","","","Male","total_research",100
"2760","Ontario","Canada","Male","total_research",100
"2761","Alberta","Canada","Male","total_research",100
"2762","British Columbia","Canada","Female","total_research",100
"2763","","","Male","total_research",100
"2764","Ontario","Canada","Male","total_research",100
"2765","British Columbia","Canada","Male","total_research",100
"2766","Germany","Germany","Male","total_research",100
"2767","Spain","Spain","Male","total_research",100
"2768","Germany","Germany","Male","total_research",100
"2769","","","Female","total_research",100
"2770","Nova Scotia","Canada","Male","total_research",100
"2771","Maine","USA","Male","total_research",100
"2772","Ontario","Canada","Male","total_research",90
"2773","Ontario","Canada","Female","total_research",100
"2774","Ontario","Canada","Female","total_research",100
"2775","Ontario","Canada","Male","total_research",100
"2776","Nova Scotia","Canada","Female","total_research",100
"2777","Manitoba","Canada","Female","total_research",100
"2778","Quebec","Canada","Male","total_research",100
"2779","Nova Scotia","Canada","Female","total_research",70
"2780","Quebec","Canada","Female","total_research",100
"2781","Quebec","Canada","Male","total_research",100
"2782","Ontario","Canada","Male","total_research",100
"2783","Spain","Spain","Male","total_research",100
"2784","Ontario","Canada","Male","total_research",100
"2785","New Brunswick","Canada","Male","total_research",100
"2786","Nunavut","Canada","Female","total_research",100
"2787","Quebec","Canada","Male","total_research",100
"2788","Nova Scotia","Canada","Male","total_research",100
