"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","year","level"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2301,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2302,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",2303,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2304,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2305,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",2306,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2307,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",2308,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2309,"include_nonacademia_partners_success_6_10","Mandatory"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2310,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2311,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2312,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",2313,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2314,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2315,"include_nonacademia_partners_success_6_10","Quite important"
"United States","Australia","Female","Australia","Arizona","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2316,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2317,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2318,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2319,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2320,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2321,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",2322,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",2323,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Female","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2324,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2325,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Female","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",2326,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2327,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2328,"include_nonacademia_partners_success_6_10","Not at all important"
"Germany","Australia","Male","Australia","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2329,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2330,"include_nonacademia_partners_success_6_10","Somewhat important"
"United Kingdom","United Kingdom","Male","United Kingdom","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2331,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",2332,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","Australia","Female","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",2333,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",2334,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2335,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Female","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2336,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2337,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","",2338,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2339,"include_nonacademia_partners_success_6_10","Not very important"
"Brazil","Australia","Male","Australia","Brazil","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",2340,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Australia","Female","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2341,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Female","Australia","Australia","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",2342,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2343,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Other",2344,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2345,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2346,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2347,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2348,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2349,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2350,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",2351,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2352,"include_nonacademia_partners_success_6_10","Quite important"
"Spain","Germany","Female","Germany","Spain","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2353,"include_nonacademia_partners_success_6_10","Quite important"
"Canada","Canada","Female","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",2354,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","United States","Female","United States","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2355,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2356,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2357,"include_nonacademia_partners_success_6_10","Can't comment"
"Canada","Canada","Male","Canada","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",2358,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2359,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2360,"include_nonacademia_partners_success_6_10","Somewhat important"
"Canada","Canada","Male","Canada","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2361,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2362,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",2363,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2364,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2365,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2366,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2367,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2368,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2369,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2370,"include_nonacademia_partners_success_6_10","Not very important"
"Norway","Australia","Male","Australia","Norway","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2371,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2372,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2373,"include_nonacademia_partners_success_6_10","Not very important"
"Germany","United States","Male","United States","Germany","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2374,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2375,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2376,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2377,"include_nonacademia_partners_success_6_10","Can't comment"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2378,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",2379,"include_nonacademia_partners_success_6_10","Can't comment"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2380,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2381,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Female","Australia","Australia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",2382,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",2383,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2384,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2385,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",2386,"include_nonacademia_partners_success_6_10","Not very important"
"Brazil","Brazil","Female","Brazil","Brazil","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",2387,"include_nonacademia_partners_success_6_10","Not at all important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2388,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2389,"include_nonacademia_partners_success_6_10","Not at all important"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2390,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",2391,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",2392,"include_nonacademia_partners_success_6_10","Can't comment"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2393,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2394,"include_nonacademia_partners_success_6_10","Not very important"
"United States","Australia","Female","Australia","Wisconsin","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2395,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Other",2396,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",2397,"include_nonacademia_partners_success_6_10","Can't comment"
"New Zealand","New Zealand","","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2398,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2399,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Female","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",2400,"include_nonacademia_partners_success_6_10","Can't comment"
"Spain","Spain","Female","Spain","Spain","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2401,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2402,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2403,"include_nonacademia_partners_success_6_10","Not very important"
"Australia","Australia","Female","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2404,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science",2405,"include_nonacademia_partners_success_6_10","Can't comment"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2406,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",2407,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2408,"include_nonacademia_partners_success_6_10","Quite important"
"Norway","New Zealand","Male","New Zealand","Norway","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2409,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2410,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2411,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2412,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2413,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2414,"include_nonacademia_partners_success_6_10","Quite important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2415,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2416,"include_nonacademia_partners_success_6_10","Not at all important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2417,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2418,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",2419,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2420,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2421,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2422,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",2423,"include_nonacademia_partners_success_6_10","Can't comment"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2424,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2425,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2426,"include_nonacademia_partners_success_6_10","Somewhat important"
"Germany","Germany","Female","Germany","Germany","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",2427,"include_nonacademia_partners_success_6_10","Mandatory"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2428,"include_nonacademia_partners_success_6_10","Not very important"
"Canada","Canada","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2430,"include_nonacademia_partners_success_6_10","Mandatory"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2431,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2432,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2433,"include_nonacademia_partners_success_6_10","Can't comment"
"Norway","United States","Male","United States","Norway","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2434,"include_nonacademia_partners_success_6_10","Can't comment"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2436,"include_nonacademia_partners_success_6_10","Somewhat important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2438,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2439,"include_nonacademia_partners_success_6_10","Can't comment"
"Australia","Australia","Male","Australia","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",2440,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2441,"include_nonacademia_partners_success_6_10","Can't comment"
"United Kingdom","United Kingdom","Male","United Kingdom","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",2444,"include_nonacademia_partners_success_6_10","Not at all important"
"Australia","Australia","Male","Australia","Australia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2445,"include_nonacademia_partners_success_6_10","Quite important"
"United States","Australia","Male","Australia","Minnesota","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",2446,"include_nonacademia_partners_success_6_10","Can't comment"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",2447,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2448,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2449,"include_nonacademia_partners_success_6_10","Not at all important"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2450,"include_nonacademia_partners_success_6_10","Not very important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",2451,"include_nonacademia_partners_success_6_10","Can't comment"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",2452,"include_nonacademia_partners_success_6_10","Not at all important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2453,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2454,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2455,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Engineering",2457,"include_nonacademia_partners_success_6_10","Quite important"
"United Kingdom","New Zealand","Male","New Zealand","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2458,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2459,"include_nonacademia_partners_success_6_10","Somewhat important"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",2460,"include_nonacademia_partners_success_6_10","Quite important"
"New Zealand","New Zealand","Female","New Zealand","New Zealand","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",2461,"include_nonacademia_partners_success_6_10","Can't comment"
"New Zealand","New Zealand","Male","New Zealand","New Zealand","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",2462,"include_nonacademia_partners_success_6_10","Somewhat important"
"Germany","New Zealand","Male","New Zealand","Germany","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2463,"include_nonacademia_partners_success_6_10","Not very important"
"Italy","New Zealand","Male","New Zealand","Italy","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",2464,"include_nonacademia_partners_success_6_10","Somewhat important"
