"Country","Country_work","nation","gender","Location","what_participant_group","field_research","id","year","level"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1466,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1467,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Saskatchewan","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1468,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1469,"practical_applications_important_6_10","Very important"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1470,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1471,"practical_applications_important_6_10","Quite important"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1472,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1473,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Female","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1474,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1475,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1476,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1478,"practical_applications_important_6_10","Can't comment"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1479,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1480,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Female","Saskatchewan","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1481,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1482,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1483,"practical_applications_important_6_10","Very important"
"","Canada","Canada","Female","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1484,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Female","Manitoba","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1485,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1486,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1487,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1489,"practical_applications_important_6_10","Quite important"
"Singapore","Canada","Canada","Male","Singapore","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1490,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Female","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1491,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1492,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1493,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Female","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1494,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1495,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Ontario","","Physical Science (eg. math, physics, chemistry, computer science)",1496,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1497,"practical_applications_important_6_10","Quite important"
"","","","Male","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1498,"practical_applications_important_6_10","Very important"
"United Kingdom","Canada","Canada","Male","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1499,"practical_applications_important_6_10","Not at all important"
"France","Canada","Canada","Male","France","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",1500,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Male","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1501,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1502,"practical_applications_important_6_10","Very important"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1503,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1504,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Female","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1505,"practical_applications_important_6_10","Somewhat important"
"United States","Canada","Canada","Male","Washington","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1506,"practical_applications_important_6_10","Quite important"
"United Kingdom","United Kingdom","United Kingdom","Male","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1507,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",1508,"practical_applications_important_6_10","Can't comment"
"United States","Canada","Canada","Male","Pennsylvania","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1509,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1510,"practical_applications_important_6_10","Quite important"
"","Canada","Canada","Female","","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1511,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1512,"practical_applications_important_6_10","Mandatory"
"Canada","","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1513,"practical_applications_important_6_10","Very important"
"","Canada","Canada","Male","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1514,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Female","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1515,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1516,"practical_applications_important_6_10","Mandatory"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1517,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1518,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1519,"practical_applications_important_6_10","Mandatory"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1521,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1522,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1523,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1524,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1525,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1526,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1527,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1528,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Female","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1529,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1530,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1532,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1533,"practical_applications_important_6_10","Can't comment"
"Germany","Germany","Germany","Female","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1534,"practical_applications_important_6_10","Can't comment"
"Australia","Canada","Canada","Male","Australia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1535,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Female","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1536,"practical_applications_important_6_10","Can't comment"
"United States","Canada","Canada","Male","Michigan","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1537,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Female","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1538,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1539,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Female","New Brunswick","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1540,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",1541,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1542,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Male","British Columbia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1543,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1544,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Other",1545,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1546,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1547,"practical_applications_important_6_10","Not at all important"
"","Canada","Canada","Male","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",1548,"practical_applications_important_6_10","Somewhat important"
"","Canada","Canada","Female","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1549,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1550,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Female","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1551,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1552,"practical_applications_important_6_10","Quite important"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1553,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1554,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1555,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Female","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1556,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Female","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1558,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","New Brunswick","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1559,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Quebec","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1560,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Female","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1561,"practical_applications_important_6_10","Somewhat important"
"Korea","Canada","Canada","Male","Korea","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1562,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1563,"practical_applications_important_6_10","Very important"
"","Canada","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1564,"practical_applications_important_6_10","Somewhat important"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1565,"practical_applications_important_6_10","Quite important"
"Australia","Israel","Israel","Male","Australia","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1566,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1568,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Female","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1569,"practical_applications_important_6_10","Somewhat important"
"","Canada","Canada","Male","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1570,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1571,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Female","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1572,"practical_applications_important_6_10","Very important"
"Latvia","Canada","Canada","Male","Latvia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1573,"practical_applications_important_6_10","Mandatory"
"Canada","Canada","Canada","Female","Alberta","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",1574,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Female","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1575,"practical_applications_important_6_10","Very important"
"Switzerland","Canada","Canada","Male","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1576,"practical_applications_important_6_10","Quite important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1577,"practical_applications_important_6_10","Somewhat important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1578,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1579,"practical_applications_important_6_10","Mandatory"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1580,"practical_applications_important_6_10","Quite important"
"Germany","Germany","Germany","Male","Germany","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1581,"practical_applications_important_6_10","Quite important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1582,"practical_applications_important_6_10","Somewhat important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1583,"practical_applications_important_6_10","Quite important"
"Germany","Germany","Germany","Male","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1584,"practical_applications_important_6_10","Somewhat important"
"Germany","Canada","Canada","Male","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1585,"practical_applications_important_6_10","Somewhat important"
"Germany","Germany","Germany","Male","Germany","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1586,"practical_applications_important_6_10","Somewhat important"
"United Kingdom","Canada","Canada","Male","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1587,"practical_applications_important_6_10","Somewhat important"
"Belgium","Canada","Canada","Female","Belgium","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1588,"practical_applications_important_6_10","Can't comment"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1589,"practical_applications_important_6_10","Quite important"
"Israel","Israel","Israel","Female","Israel","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1590,"practical_applications_important_6_10","Somewhat important"
"Denmark","Canada","Canada","Male","Denmark","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1591,"practical_applications_important_6_10","Quite important"
"United States","Canada","Canada","Male","Florida","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science",1592,"practical_applications_important_6_10","Quite important"
"Netherlands","Canada","Canada","Male","Netherlands","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1594,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1595,"practical_applications_important_6_10","Not at all important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1596,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Ontario","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1597,"practical_applications_important_6_10","Can't comment"
"","Canada","Canada","Male","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1598,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1599,"practical_applications_important_6_10","Mandatory"
"Canada","Canada","Canada","Male","Nova Scotia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1600,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Female","New Brunswick","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1601,"practical_applications_important_6_10","Very important"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1603,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1604,"practical_applications_important_6_10","Mandatory"
"Canada","Canada","Canada","Male","Ontario","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",1605,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1606,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1607,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1608,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1609,"practical_applications_important_6_10","Somewhat important"
"United States","United States","United States","Female","Maryland","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1610,"practical_applications_important_6_10","Somewhat important"
"Canada","Canada","Canada","Male","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1611,"practical_applications_important_6_10","Mandatory"
"Switzerland","Canada","Canada","Male","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1612,"practical_applications_important_6_10","Mandatory"
"Canada","Canada","Canada","Female","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1613,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1614,"practical_applications_important_6_10","Somewhat important"
"United States","United States","United States","Female","Texas","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1615,"practical_applications_important_6_10","Somewhat important"
"United States","United States","United States","Female","New York","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1616,"practical_applications_important_6_10","Mandatory"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1617,"practical_applications_important_6_10","Can't comment"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1618,"practical_applications_important_6_10","Somewhat important"
"","Canada","Canada","Female","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1619,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1620,"practical_applications_important_6_10","Not at all important"
"United States","United States","United States","Male","Pennsylvania","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1621,"practical_applications_important_6_10","Not at all important"
"Belgium","Belgium","Belgium","Male","Belgium","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1622,"practical_applications_important_6_10","Can't comment"
"United States","United States","United States","Male","Texas","Senior academic researcher with >10 years of experience applying for research grants","Engineering",1624,"practical_applications_important_6_10","Not at all important"
"United States","United States","United States","Male","Illinois","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Engineering",1625,"practical_applications_important_6_10","Mandatory"
"Finland","Finland","Finland","Female","Finland","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",1626,"practical_applications_important_6_10","Not at all important"
"United Kingdom","United Kingdom","United Kingdom","Male","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1627,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Female","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1628,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1629,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","New Brunswick","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",1631,"practical_applications_important_6_10","Somewhat important"
"Canada","United Kingdom","United Kingdom","Female","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1632,"practical_applications_important_6_10","Very important"
"Netherlands","Finland","Finland","Female","Netherlands","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1633,"practical_applications_important_6_10","Somewhat important"
"","United States","United States","Female","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1634,"practical_applications_important_6_10","Very important"
"United States","United States","United States","Female","Oregon","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1635,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1636,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Female","Manitoba","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1637,"practical_applications_important_6_10","Very important"
"Belgium","Belgium","Belgium","Male","Belgium","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1638,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Female","Newfoundland and Labrador","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1639,"practical_applications_important_6_10","Not at all important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1640,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Female","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1641,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1642,"practical_applications_important_6_10","Somewhat important"
"United Kingdom","United Kingdom","United Kingdom","Female","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1643,"practical_applications_important_6_10","Quite important"
"United States","United States","United States","Male","Ohio","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1644,"practical_applications_important_6_10","Very important"
"Canada","Canada","Canada","Male","Yukon Territory","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1646,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Male","Ontario","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1647,"practical_applications_important_6_10","Quite important"
"Canada","Canada","Canada","Female","Nova Scotia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",1648,"practical_applications_important_6_10","Quite important"
