"Country","Country_work","nation","gender","what_participant_group","field_research","Location","partnership_change_10yrs","id"
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","Australia","Yes",2176
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2177
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2178
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering","Australia","Yes",2179
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2180
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2181
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2182
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2183
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2184
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2185
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2186
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2187
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2188
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities","Australia","No",2189
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","Australia","No",2190
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2191
"United States","United States","United States","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Ohio","Yes",2192
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2193
"United States","United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Massachusetts","Yes",2194
"Antigua and Barbuda","United Kingdom","United Kingdom","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Antigua and Barbuda","No",2195
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2196
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2197
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering","Australia","Yes",2198
"Australia","Australia","Australia","Female","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science","Australia","Yes",2199
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2200
"China","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","China","No",2201
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2202
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2203
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2204
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","Yes",2205
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2206
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2207
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2208
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2209
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2210
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2211
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2212
"Australia","Australia","Australia","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2213
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2214
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2215
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2216
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2217
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2218
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","Australia","Yes",2219
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2220
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2221
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","Yes",2222
"Australia","Australia","Australia","Female","","Natural Science","Australia","No",2223
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2224
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2225
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2226
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2227
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2228
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2229
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2230
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2231
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2232
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2233
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2234
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2235
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","No",2236
"Australia","Australia","Australia","Male","","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2237
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2238
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering","Australia","No",2239
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2240
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2241
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2242
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2243
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2244
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2245
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2246
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2247
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2248
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2249
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2250
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2251
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2252
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2253
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2254
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2255
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Engineering","Australia","Yes",2256
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","Australia","Yes",2257
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2258
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2259
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2260
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2261
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2262
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2263
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2264
"Germany","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Germany","No",2265
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2266
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2267
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2268
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","Australia","No",2269
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2270
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2271
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","Yes",2272
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2273
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2274
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering","Australia","Yes",2275
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2276
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2277
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering","Australia","Yes",2278
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2279
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2280
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2281
"Sweden","Australia","Australia","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science","Sweden","Can't comment (new researcher)",2282
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2283
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2284
"Netherlands","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Netherlands","No",2285
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2286
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2287
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2288
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2289
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2290
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2291
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2292
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","Australia","No",2293
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2294
"United Kingdom","United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","United Kingdom","No",2295
"","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","","Yes",2296
"United States","United States","United States","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Massachusetts","Can't comment (new researcher)",2297
"France","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Other","France","Yes",2298
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2299
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2300
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2301
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2302
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science","Australia","Yes",2303
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2304
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2305
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2306
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","Australia","No",2307
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","No",2308
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","Australia","No",2309
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2310
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2311
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2312
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","No",2313
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2314
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2315
"United States","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Arizona","Yes",2316
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2317
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2318
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2319
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2320
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2321
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","Yes",2322
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2323
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2324
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2325
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","No",2326
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2327
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2328
"Germany","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Germany","No",2329
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2330
"United Kingdom","United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","United Kingdom","Yes",2331
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","Can't comment (new researcher)",2332
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","No",2333
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Can't comment (new researcher)",2334
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2335
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2336
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2337
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","","Australia","No",2338
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2339
"Brazil","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Brazil","No",2340
"Australia","Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","Yes",2341
"Australia","Australia","Australia","Female","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science","Australia","No",2342
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2343
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Other","Australia","No",2344
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2345
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2346
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2347
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering","Australia","Yes",2348
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2349
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2350
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","Australia","Yes",2351
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2352
"Spain","Germany","Germany","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Spain","No",2353
"Canada","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Quebec","No",2354
"Australia","United States","United States","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science","Australia","No",2355
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2356
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2357
"Canada","Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Ontario","Yes",2358
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2359
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2360
"Canada","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","British Columbia","Yes",2361
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2362
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2363
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2364
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2365
"New Zealand","New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","New Zealand","Yes",2366
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2367
"Australia","","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2368
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2369
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2370
"Norway","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Norway","No",2371
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering","Australia","Yes",2372
"New Zealand","New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","New Zealand","No",2373
"Germany","United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Germany","Yes",2374
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","No",2375
"New Zealand","New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","New Zealand","Yes",2376
"New Zealand","New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","New Zealand","Yes",2377
"New Zealand","New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","New Zealand","No",2378
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","No",2379
"New Zealand","New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science","New Zealand","No",2380
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","No",2381
"Australia","Australia","Australia","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science","Australia","No",2382
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)","Australia","No",2383
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Australia","Yes",2384
"Australia","Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","Australia","Yes",2385
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","Australia","Yes",2386
"Brazil","Brazil","Brazil","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Brazil","Can't comment (new researcher)",2387
"New Zealand","New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science","New Zealand","Yes",2388
"Australia","Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science","Australia","Yes",2389
"New Zealand","New Zealand","New Zealand","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","New Zealand","Yes",2390
"New Zealand","New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities","New Zealand","Yes",2391
"Australia","Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science","Australia","Can't comment (new researcher)",2392
"New Zealand","New Zealand","New Zealand","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","New Zealand","No",2393
