"Location","nation","id","Country","Country_work","gender","what_participant_group","field_research","total_research","type","percent"
"India","India",2811,"India","India","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Use_inspired_Research_past",70
"India","India",2814,"India","India","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Use_inspired_Research_past",30
"India","India",2816,"India","India","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Use_inspired_Research_past",60
"Indonesia","India",2817,"Indonesia","India","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",180,"percent_Use_inspired_Research_past",33.3333333333333
"India","India",2818,"India","India","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Use_inspired_Research_past",50
"India","India",2822,"India","India","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Use_inspired_Research_past",10
"Massachusetts","United States",2825,"United States","United States","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"percent_Use_inspired_Research_past",60
"Uruguay","Uruguay",2827,"Uruguay","Uruguay","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",30
"Uruguay","Uruguay",2828,"Uruguay","Uruguay","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",0
"Argentina","Argentina",2830,"Argentina","Argentina","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Use_inspired_Research_past",50
"Uruguay","Uruguay",2833,"Uruguay","Uruguay","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Other",100,"percent_Use_inspired_Research_past",20
"Uruguay","Uruguay",2834,"Uruguay","Uruguay","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",160,"percent_Use_inspired_Research_past",18.75
"Uruguay","Uruguay",2835,"Uruguay","Uruguay","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay",2837,"Uruguay","Uruguay","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay",2840,"Uruguay","Uruguay","Female","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",0
"","Uruguay",2841,"","Uruguay","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",110,"percent_Use_inspired_Research_past",45.4545454545455
"Uruguay","Uruguay",2842,"Uruguay","Uruguay","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay",2844,"Uruguay","Uruguay","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay",2846,"Uruguay","Uruguay","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Use_inspired_Research_past",30
"","Uruguay",2847,"","Uruguay","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay",2848,"Uruguay","Uruguay","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Use_inspired_Research_past",20
"Uruguay","Uruguay",2849,"Uruguay","Uruguay","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay",2850,"Uruguay","Uruguay","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",10
"Uruguay","Uruguay",2854,"Uruguay","Uruguay","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",110,"percent_Use_inspired_Research_past",63.6363636363636
"Uruguay","Uruguay",2856,"Uruguay","","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",160,"percent_Use_inspired_Research_past",0
"Turkey","Turkey",2857,"Turkey","Turkey","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",10
"Belgium","Belgium",2859,"Belgium","Belgium","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Use_inspired_Research_past",80
"Ontario","United States",2861,"Canada","United States","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Use_inspired_Research_past",0
"Ontario","Canada",2862,"Canada","Iran","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",50
"","Germany",2863,"","Germany","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Use_inspired_Research_past",40
"","Cameroon",2867,"","Cameroon","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay",2868,"Uruguay","Uruguay","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",0
"Thailand","Thailand",2872,"Thailand","Thailand","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Use_inspired_Research_past",0
"Thailand","Thailand",2873,"Thailand","","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",0
"New Zealand","New Zealand",2876,"New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Use_inspired_Research_past",0
"New Zealand","New Zealand",2877,"New Zealand","New Zealand","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Use_inspired_Research_past",20
"New Zealand","New Zealand",2879,"New Zealand","New Zealand","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Use_inspired_Research_past",70
"New Zealand","New Zealand",2880,"New Zealand","New Zealand","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Use_inspired_Research_past",0
"New Zealand","New Zealand",2881,"New Zealand","New Zealand","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Use_inspired_Research_past",0
"New Zealand","New Zealand",2883,"New Zealand","New Zealand","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",0
"Australia","New Zealand",2884,"Australia","New Zealand","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",10
"","New Zealand",2890,"","New Zealand","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Use_inspired_Research_past",0
"Malta","Malta",2892,"Malta","Malta","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Use_inspired_Research_past",10
"Malta","Malta",2894,"Malta","Malta","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay",2896,"Uruguay","Uruguay","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",90,"percent_Use_inspired_Research_past",0
"","India",2897,"","India","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",120,"percent_Use_inspired_Research_past",8.33333333333333
"India","India",2898,"India","India","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",250,"percent_Use_inspired_Research_past",32
"Australia","Australia",2900,"Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Use_inspired_Research_past",80
"Australia","Australia",2903,"Australia","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Use_inspired_Research_past",60
"Australia","Australia",2905,"Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",0
"Australia","Australia",2906,"Australia","Australia","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",100,"percent_Use_inspired_Research_past",10
"Illinois","United Kingdom",2908,"United States","United Kingdom","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Medicine and Life Science",100,"percent_Use_inspired_Research_past",0
"Australia","Australia",2910,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Use_inspired_Research_past",50
"Germany","Germany",2912,"Germany","India","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Use_inspired_Research_past",80
"Australia","Australia",2913,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Use_inspired_Research_past",0
"India","India",2915,"India","India","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Use_inspired_Research_past",0
"British Columbia","Canada",5,"Canada","Barbados","Other","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Natural Science",70,"percent_Applied_Research_past",70
"British Columbia","Canada",6,"Canada","Antarctica","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_past",0
"Netherlands","Russia",10,"Netherlands","Russia","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Netherlands","Germany",11,"Netherlands","Germany","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Netherlands","United Kingdom",12,"Netherlands","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Netherlands","Brazil",15,"Netherlands","Brazil","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_past",0
"","Australia",16,"","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"South Africa","South Africa",17,"South Africa","South Africa","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_past",10
"Denmark","Japan",18,"Denmark","Japan","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",10
"Netherlands","United Kingdom",21,"Netherlands","United Kingdom","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Netherlands","Netherlands",22,"Netherlands","Netherlands","Other","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Netherlands","Uruguay",24,"Netherlands","Uruguay","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Other",100,"percent_Applied_Research_past",10
"Netherlands","Australia",26,"Netherlands","Australia","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Interdisciplinary Science",100,"percent_Applied_Research_past",20
"United Kingdom","Taiwan",27,"United Kingdom","Taiwan","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_past",40
"California","United States",28,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",10
"Netherlands","Netherlands",29,"Netherlands","Indonesia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"percent_Applied_Research_past",20
"New Zealand","New Zealand",33,"New Zealand","New Zealand","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"France","France",35,"France","France","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_past",0
"","Bangladesh",36,"","Bangladesh","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"percent_Applied_Research_past",10
"South Africa","South Africa",43,"South Africa","South Africa","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_past",0
"Portugal","Portugal",44,"Portugal","Portugal","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Malaysia","Malaysia",45,"Malaysia","Malaysia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",90,"percent_Applied_Research_past",0
"Netherlands","Netherlands",48,"Netherlands","Netherlands","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science",110,"percent_Applied_Research_past",72.7272727272727
"Netherlands","Netherlands",49,"Netherlands","Netherlands","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",20
"Italy","Italy",52,"Italy","Italy","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_past",0
"Italy","Italy",61,"Italy","Italy","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",10
"Italy","Italy",62,"Italy","Italy","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Italy","Italy",63,"Italy","Italy","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",10
"Italy","Italy",69,"Italy","Italy","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",40
"Italy","Italy",74,"Italy","Italy","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_past",0
"Italy","Italy",75,"Italy","Italy","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",20
"Italy","Italy",77,"Italy","Italy","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",20
"Italy","Italy",78,"Italy","Italy","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",40
"Netherlands","Netherlands",86,"Netherlands","Netherlands","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",0
"France","France",88,"France","France","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Argentina","France",92,"Argentina","France","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",20
"Italy","Italy",96,"Italy","Italy","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Italy","Italy",97,"Italy","Italy","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Greece","Greece",98,"Greece","Greece","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Italy","Netherlands",99,"Italy","Netherlands","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_past",10
"Cyprus","Cyprus",101,"Cyprus","Cyprus","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Vietnam","Vietnam",103,"Vietnam","Vietnam","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",90,"percent_Applied_Research_past",0
"Italy","Italy",106,"Italy","Italy","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",100,"percent_Applied_Research_past",0
"Netherlands","Netherlands",112,"Netherlands","Netherlands","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Italy","Italy",113,"Italy","Italy","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_past",60
"Spain","Spain",114,"Spain","Spain","Female","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",100,"percent_Applied_Research_past",10
"Switzerland","Italy",115,"Switzerland","Italy","Male","","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",10
"Finland","Spain",116,"Finland","Spain","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Massachusetts","United States",120,"United States","United States","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",0
"India","India",121,"India","India","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",160,"percent_Applied_Research_past",31.25
"Japan","Japan",124,"Japan","","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",80
"Italy","Italy",125,"Italy","Italy","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_past",10
"France","France",127,"France","France","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Italy","Italy",130,"Italy","Italy","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"California","United States",133,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Egypt","Egypt",135,"Egypt","Egypt","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Italy","Italy",136,"Italy","Italy","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",20
"United Kingdom","Canada",139,"United Kingdom","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_past",20
"Netherlands","Netherlands",140,"Netherlands","Netherlands","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_past",20
"Malaysia","Malaysia",141,"Malaysia","Malaysia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"percent_Applied_Research_past",50
"United Kingdom","United Kingdom",146,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"","Australia",148,"","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Ontario","Canada",149,"Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_past",70
"Portugal","Portugal",153,"Portugal","Portugal","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_past",0
"United Kingdom","United Kingdom",155,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",10
"Israel","Israel",156,"Israel","Israel","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Netherlands","Netherlands",158,"Netherlands","Netherlands","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Arizona","United States",160,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Portugal","Spain",162,"Portugal","Spain","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",50
"California","United States",164,"United States","United States","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",30
"Netherlands","United States",165,"Netherlands","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Montenegro","Montenegro",167,"Montenegro","Montenegro","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science",100,"percent_Applied_Research_past",10
"Australia","Australia",169,"Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",110,"percent_Applied_Research_past",0
"Australia","Australia",173,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_past",10
"China","China",174,"China","China","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Applied_Research_past",70
"Australia","Australia",178,"Australia","Australia","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",0
"","Australia",182,"","Australia","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_past",0
"United Kingdom","United Kingdom",183,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Italy","Germany",185,"Italy","Germany","Female","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",100,"percent_Applied_Research_past",40
"United Kingdom","United Kingdom",187,"United Kingdom","United Kingdom","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_past",10
"United Kingdom","United Kingdom",190,"United Kingdom","United Kingdom","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Ontario","Canada",192,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_past",0
"Poland","Poland",196,"Poland","Poland","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Oregon","United States",198,"United States","United States","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",100
"Australia","Australia",199,"Australia","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",10
"Israel","United States",200,"Israel","United States","Male","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Interdisciplinary Science",100,"percent_Applied_Research_past",10
"Netherlands","Netherlands",201,"Netherlands","Netherlands","Female","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Australia","Australia",202,"Australia","Australia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",0
"Poland","Poland",203,"Poland","Poland","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_past",0
"Poland","Poland",204,"Poland","Poland","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_Applied_Research_past",0
"Poland","Poland",206,"Poland","Poland","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",90,"percent_Applied_Research_past",30
"Poland","Poland",208,"Poland","Poland","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",100,"percent_Applied_Research_past",0
"Serbia","Serbia",212,"Serbia","Serbia","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",10
"Japan","Japan",223,"Japan","Japan","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",10
"Israel","Israel",225,"Israel","","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",140,"percent_Applied_Research_past",28.5714285714286
"Israel","Israel",237,"Israel","","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_Applied_Research_past",10
"","Israel",238,"","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Israel","Israel",242,"Israel","Israel","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Interdisciplinary Science",100,"percent_Applied_Research_past",20
"United Kingdom","Australia",249,"United Kingdom","Australia","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"","Australia",255,"","Australia","Male","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",20
"Maryland","United States",257,"United States","United States","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",10
"Israel","Israel",259,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Israel","Israel",261,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",20
"Israel","Israel",262,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",0
"Switzerland","Poland",263,"Switzerland","Poland","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_Applied_Research_past",0
"Serbia","Serbia",264,"Serbia","Serbia","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",180,"percent_Applied_Research_past",11.1111111111111
"Israel","Israel",265,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",80
"","Israel",267,"","Israel","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",20
"Israel","Israel",268,"Israel","Israel","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"France","France",274,"France","France","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_Applied_Research_past",20
"Israel","Israel",276,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"British Columbia","Canada",281,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_Applied_Research_past",20
