Use?,Location,nation,Country,gender,field_research,Country_work,PhD_Year,what_participant_group,id,class,percent_sum_current,percent_sum_previous,percent_applied_research_current,percent_applied_research_past,percent_fundamental_research_current,percent_fundamental_research_past,percent_use_inspired_research_current,percent_use_inspired_research_past,changed_10yrs,main_reason_change_interest_related,main_reason_change_career_related,main_reason_change_funding_related,main_reason_change_socially_related,main_reason_change_other,main_reason_replied,Main_reason_change_Other_text,view_change_of_type,partnership_outside_current,partnership_outside_before,partnership_change_10yrs,reason_partnership_change_interest,reason_partnership_change_career,reason_partnership_change_socially,reason_partnership_change_funding,reason_partnership_change_other,reason_partnership_change_other_text,view_change_partnership,external_pi_grant_11_15_applied,external_pi_grant_11_15_fundamental,external_pi_grant_11_15_use,external_pi_grant_6_10_applied,external_pi_grant_6_10_fundamental,external_pi_grant_6_10_use,successful_grants_11_15_fundamental,successful_grants_11_15_use,successful_grants_11_15_applied,successful_grants_6_10_fundamental,successful_grants_6_10_use,successful_grants_6_10_applied,practical_applications_important_11_15,practical_applications_important_6_10,include_nonacademia_partners_success_11_15,include_nonacademia_partners_success_6_10,distribution_funding_11_15_sum,distribution_funding_11_15_for_profit,distribution_funding_11_15_government,distribution_funding_11_15_internal,distribution_funding_11_15_nongov,distribution_funding_11_15_other,distribution_funding_6_10_sum,distribution_funding_6_10_for_profit,distribution_funding_6_10_government,distribution_funding_6_10_internal,distribution_funding_6_10_nongov,distribution_funding_6_10_other,distribution_funding_11_15_other_text,distribution_funding_6_10_other_text,success_change_10yrs_fundamental,success_change_10yrs_use,success_change_10yrs_applied,opinion_fundamental_important,high_priority_sum,high_priority_fundamental,high_priority_use_inspired,high_priority_applied,high_priority_no_change,high_priority_replied,available_funding_fundamental,available_funding_use_inspired,available_funding_applied,next_generation,high_priority_comments,next_generation_comments,final_comments,OCED_category
1,Netherlands,United States,Netherlands,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,2005,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2498,developed,100,NA,0,NA,90,NA,10,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,No partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,43809,43525,0,0,0,20,20,0,0,0,0,Somewhat important,Can't comment,Can't comment,0,100,0,80,0,20,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Stayed the same,Increased,Very important,2,NA,1,1,NA,1,Will decrease slightly,Will stay the same,Will increase slightly,Will decrease considerably,High priority has also been given to research that requires/use powerful and large high performance computing to favor/motivate the build up of large computing facilities.,0,0,High Income
1,Utah,United States,United States,Male,Engineering,United States,2005,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2499,developed,110,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,0,0,0,Strong partnership,0,No,NA,NA,NA,NA,NA,0,0,43809,43525,43620,43525,0,0,40,30,20,No need for applications for this research type,No need for applications for this research type,0,Very important,Quite important,Mandatory,Not very important,100,60,30,10,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Stayed the same,Increased considerably,Very important,1,NA,NA,1,NA,1,Will decrease slightly,Will stay the same,Will increase considerably,Will increase considerably,0,0,0,High Income
1,Argentina,Argentina,Argentina,Male,Medicine and Life Science,Argentina,1971,Senior academic researcher with >10 years of experience applying for research grants,2500,developing,100,NA,30,NA,70,NA,0,NA,Yes,NA,1,NA,NA,NA,1,0,Neutral,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,43620,0,50,0,0,10,0,0,Somewhat important,Not at all important,Not at all important,Not at all important,100,0,100,0,0,0,10,NA,NA,NA,NA,NA,0,0,Increased considerably,0,0,Not very important,1,1,NA,NA,NA,1,Will decrease slightly,0,0,Will stay the same,0,0,0,Higher Middle Income
1,Virginia,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,2012,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2501,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,Very important,2,NA,1,1,NA,1,Will stay the same,Will increase slightly,Will increase slightly,Will stay the same,0,0,0,High Income
1,Minnesota,United States,United States,Male,Medicine and Life Science,0,I did not complete a PhD,Senior academic researcher with >10 years of experience applying for research grants,2502,developed,100,NA,30,NA,0,NA,70,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,No partnership,Yes,1,NA,NA,NA,NA,0,Slightly positive,43525,0,43715,43525,0,43715,No need for applications for this research type,30,30,No need for applications for this research type,30,30,Very important,Very important,Not very important,Not very important,100,10,60,30,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Decreased,Decreased,Very important,1,NA,NA,1,NA,1,Will decrease slightly,Will decrease slightly,Will increase slightly,Will decrease slightly,Big science hypothesis free genomics hunting for disease associations that can be monetized by industry is driving much NIH research in the US.  This is reducing funds for traditional small basic science and/or clinical investigation.,In the US there is a mismatch between the number of trainees and the number of positions.  Many trainees used as indentured servants.,Physician researchers drive a lot biomedical research in many countries.,High Income
1,Virginia,United States,United States,Female,Interdisciplinary Science,United States,1999,Senior academic researcher with >10 years of experience applying for research grants,2503,developed,90,100,NA,0,NA,100,NA,0,Yes,NA,NA,1,NA,NA,1,0,Very positive,No partnership,No partnership,No,NA,NA,NA,NA,NA,0,0,0,43715,43620,0,43715,43525,50,80,No need for applications for this research type,50,80,No need for applications for this research type,Very important,Somewhat important,Not at all important,Not at all important,100,0,70,30,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Stayed the same,Can't comment,Somewhat important,1,NA,1,NA,NA,1,Will decrease slightly,Will increase slightly,Can't comment,Will stay the same,0,0,I think the shift in funding from fundamental research to use-inspired research is a very positive change in this country!,High Income
1,Japan,United States,Japan,Male,Medicine and Life Science,United States,1993,Senior academic researcher with >10 years of experience applying for research grants,2504,developed,100,100,20,10,50,70,30,20,Yes,1,1,1,1,1,1,Impatience with slow pace at science converting basic science to the real world,Very positive,Some partnership,Some partnership,Yes,NA,NA,NA,NA,NA,0,Neutral,43525,16+,43620,43525,16+,43620,20,30,40,30,40,50,Very important,Quite important,Somewhat important,Not very important,100,0,50,30,20,0,100,0,60,20,20,0,0,0,Decreased considerably,Decreased,Decreased,Not very important,2,NA,1,1,NA,1,Will decrease slightly,Will stay the same,Will stay the same,0,0,I find this latter question ambiguous. Poor government funding levels is discouraging young scientists. ,"I considered declining to participate in this survey as the question is clearly biased. The problem is not the balance of how we spend our basic science support, but that we have such low support compared to historical precedent. For example, the NIH budget in the US was at a 40-year low when adjusted for inflation in 2014. We need the pie to grow larger rather than argue about who is getting smaller pieces of the pie.",High Income
1,Minnesota,United States,United States,Male,Medicine and Life Science,United States,0,Senior academic researcher with >10 years of experience applying for research grants,2505,developed,100,100,30,10,50,80,20,10,Yes,NA,NA,1,NA,NA,1,0,Slightly negative,Some partnership,No partnership,Yes,NA,NA,NA,1,NA,0,Neutral,43620,43525,43525,0,0,0,30,60,60,20,60,60,Quite important,Quite important,Not at all important,Not at all important,100,0,0,100,0,0,100,0,0,100,0,0,0,0,Decreased,Decreased,Increased,Very important,1,NA,NA,1,NA,1,Will decrease slightly,Will stay the same,Will stay the same,Will decrease considerably,0,0,0,High Income
1,California,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,2012,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2506,developed,100,NA,30,NA,50,NA,20,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,Some partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,43525,43525,0,0,43525,0,0,0,0,100,0,0,Very important,Somewhat important,Quite important,Somewhat important,100,0,0,50,50,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Decreased,Decreased,Not at all important,1,NA,NA,1,NA,1,Will decrease slightly,Will stay the same,Will stay the same,Will stay the same,0,0,0,High Income
1,Virginia,United States,United States,Female,"Physical Science (eg. math, physics, chemistry, computer science)",United States,2007,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2507,developed,100,100,30,10,30,50,40,40,Yes,NA,NA,1,NA,NA,1,0,Slightly positive,Some partnership,No partnership,Yes,1,1,NA,1,NA,0,Very positive,43525,43620,43620,0,0,0,20,50,50,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Somewhat important,Not very important,Not very important,100,0,0,10,90,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Increased considerably,Increased considerably,Not very important,2,NA,1,1,NA,1,Will decrease considerably,Will decrease slightly,Will decrease slightly,Will decrease slightly,0,0,0,High Income
1,Virginia,United States,United States,Female,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1999,Senior academic researcher with >10 years of experience applying for research grants,2508,developed,100,100,0,0,30,80,70,20,Yes,1,1,1,1,NA,1,0,Very positive,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,0,43525,0,43525,43525,No need for applications for this research type,100,No need for applications for this research type,30,No need for applications for this research type,No need for applications for this research type,Mandatory,Somewhat important,Somewhat important,Not very important,100,0,70,0,30,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Increased considerably,Can't comment,Not very important,2,NA,1,1,NA,1,Will decrease considerably,Will increase slightly,Will increase considerably,Will decrease considerably,0,0,0,High Income
1,Idaho,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1991,Senior academic researcher with >10 years of experience applying for research grants,2509,developed,100,NA,0,NA,90,NA,10,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,13-15,43525,0,16+,43525,50,50,No need for applications for this research type,30,50,No need for applications for this research type,Somewhat important,Somewhat important,Not very important,Not very important,100,0,100,0,0,0,100,0,90,10,0,0,0,0,Decreased considerably,Increased,Can't comment,Very important,2,NA,1,1,NA,1,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease slightly,0,0,"My understanding of federal funding in the US is that basic research budgets are essentially flat. But with slowly increasing population, and increasing costs of doing science, that means that real support for investigators young and old is gradually dropping. And has been for at least 20 years. Additions to federal funding have generally gone towards either interdisciplinary programs (which may or may not be Fundamental Research) or increasingly towards Use-inspired or Applied Research programs.",High Income
1,Virginia,United States,United States,Female,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1991,Senior academic researcher with >10 years of experience applying for research grants,2510,developed,100,NA,0,NA,90,NA,10,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43620,0,0,43525,0,0,No need for applications for this research type,No need for applications for this research type,30,No need for applications for this research type,No need for applications for this research type,Quite important,Quite important,Can't comment,Can't comment,100,0,0,100,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Somewhat important,1,NA,NA,1,NA,1,Can't comment,Can't comment,Can't comment,Can't comment,0,0,0,High Income
1,Virginia,United States,United States,Male,Natural Science,United States,1987,Senior academic researcher with >10 years of experience applying for research grants,2511,developed,100,NA,60,NA,0,NA,40,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,No partnership,Yes,NA,NA,NA,1,NA,0,Neutral,43715,43525,43715,43715,43525,43715,10,20,20,10,20,20,Mandatory,Mandatory,Quite important,Quite important,100,0,90,0,10,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Increased,Increased considerably,Not very important,2,NA,1,1,NA,1,Will decrease slightly,Will decrease slightly,Will decrease slightly,Will decrease considerably,0,"This is a loaded question. At present, if funding levels stay the same, the increase in grant applications means that the funding probability goes down for everyone; hence funding decreases...",0,High Income
1,Minnesota,United States,United States,Male,Medicine and Life Science,United States,1973,Senior academic researcher with >10 years of experience applying for research grants,2512,developed,100,NA,50,NA,20,NA,30,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,No partnership,Yes,NA,NA,NA,NA,1,to get access to speciallized instrumentation,Slightly positive,43525,0,43525,43525,43525,43525,0,20,20,10,20,20,Very important,Quite important,Quite important,Not very important,100,10,70,20,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Decreased,Increased considerably,Very important,1,NA,NA,1,NA,1,Will decrease considerably,Will stay the same,Will increase considerably,Will decrease slightly,"The three categories of research do not quite capture the entire field. Thus research and development of novel tools is often needed to discover new ""facts"" which then facilitate formulation of those three categories of research.",0,0,High Income
1,Utah,United States,United States,Male,Engineering,United States,1989,Senior academic researcher with >10 years of experience applying for research grants,2513,developed,100,NA,10,NA,10,NA,80,NA,No,NA,NA,NA,NA,NA,0,0,0,Strong partnership,Some partnership,Yes,NA,NA,NA,1,NA,0,Very positive,43525,43525,43715,43525,43525,43715,30,80,90,30,80,100,Mandatory,Mandatory,Somewhat important,Somewhat important,90,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,0,0,Stayed the same,Increased,Stayed the same,Very important,1,NA,1,NA,NA,1,Will stay the same,Will stay the same,Will stay the same,Will stay the same,0,0,"Fundamental research has probably increased as a fraction of total research and in absolute terms. However, two things have greatly shaped this research in recent years: (1) large science projects, where a large amount of money is spent on a small number of large, coordinated projects - sometimes but not always successfully; and (2) social themes affecting fundamental research, i.e., projects that address any number of social issues or that expressly involve certain segments f society receiving notably higher priority than others.",High Income
1,California,United States,United States,Male,Natural Science,United States,1984,Senior academic researcher with >10 years of experience applying for research grants,2514,developed,100,NA,40,NA,40,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,Strong partnership,0,No,NA,NA,NA,NA,NA,0,0,43620,43525,43620,43620,43525,43620,20,40,40,20,40,40,Very important,Very important,Quite important,Somewhat important,100,0,80,10,10,0,100,0,80,10,10,0,0,0,Decreased considerably,Stayed the same,Decreased considerably,Very important,1,NA,NA,NA,1,1,Will stay the same,Will stay the same,Will decrease slightly,Will decrease slightly,0,0,0,High Income
1,Virginia,United States,United States,Female,Natural Science,United States,1985,Senior academic researcher with >10 years of experience applying for research grants,2515,developed,100,NA,50,NA,10,NA,40,NA,No,NA,NA,NA,NA,NA,0,0,0,Exclusive partnership,0,No,NA,NA,NA,NA,NA,0,0,16+,43525,43620,16+,43525,43620,0,50,90,0,50,90,Mandatory,Mandatory,Somewhat important,Somewhat important,100,0,90,10,0,0,100,0,90,10,0,0,0,0,Can't comment,Decreased,Decreased,Somewhat important,1,NA,NA,NA,1,1,Will stay the same,Will stay the same,Will decrease slightly,Will stay the same,0,0,0,High Income
1,Utah,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1996,Senior academic researcher with >10 years of experience applying for research grants,2516,developed,100,NA,80,NA,0,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,0,0,0,43525,0,0,0,0,0,0,0,10,Very important,Very important,Not very important,Not very important,100,0,0,100,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Decreased,Decreased,Not very important,1,NA,NA,NA,1,1,Will decrease slightly,Will decrease slightly,Will decrease slightly,Will decrease slightly,0,0,0,High Income
1,Idaho,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1987,Senior academic researcher with >10 years of experience applying for research grants,2517,developed,100,100,70,50,10,10,20,40,Yes,1,NA,1,1,NA,1,0,Slightly negative,No partnership,Some partnership,Yes,NA,NA,NA,1,NA,0,Slightly positive,43525,43525,43525,43525,43525,43525,0,50,50,30,40,40,Quite important,Quite important,Can't comment,Can't comment,100,0,90,10,0,0,100,0,30,10,60,0,0,0,Can't comment,Can't comment,Can't comment,Somewhat important,1,NA,1,NA,NA,1,Can't comment,Can't comment,Can't comment,Can't comment,0,0,0,High Income
1,Minnesota,United States,United States,Male,Medicine and Life Science,United States,2011,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2518,developed,100,NA,100,NA,0,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,16+,0,0,43525,0,0,No need for applications for this research type,No need for applications for this research type,20,No need for applications for this research type,No need for applications for this research type,0,Mandatory,Mandatory,Can't comment,Can't comment,100,0,30,50,20,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Very important,1,NA,NA,NA,1,1,Can't comment,Can't comment,Will decrease slightly,Will decrease considerably,0,many new graduates with increased competition on funding; ,0,High Income
1,Idaho,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,2011,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2519,developed,100,NA,30,NA,10,NA,60,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,0,43620,0,0,0,0,20,20,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Quite important,Can't comment,Not very important,Can't comment,100,20,70,10,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Stayed the same,Increased,Somewhat important,1,NA,NA,NA,1,1,Will decrease slightly,Will stay the same,Will increase slightly,Will stay the same,0,0,0,High Income
1,Virginia,United States,United States,Female,Natural Science,United States,2006,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2520,developed,90,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,No partnership,Yes,1,1,NA,1,NA,0,Slightly positive,43620,43620,43809,43525,43620,43620,0,10,20,10,50,50,Mandatory,Very important,Quite important,Somewhat important,100,0,80,20,0,0,100,0,90,10,0,0,0,0,Decreased considerably,Decreased,Increased considerably,Not very important,1,NA,NA,1,NA,1,Will decrease considerably,Will decrease slightly,Will stay the same,Will decrease slightly,0,0,0,High Income
1,Virginia,United States,United States,Male,Natural Science,United States,1994,Senior academic researcher with >10 years of experience applying for research grants,2521,developed,90,100,NA,0,NA,80,NA,20,Yes,1,NA,NA,NA,NA,1,0,Very positive,Some partnership,No partnership,Yes,NA,NA,NA,1,NA,0,Slightly positive,43525,43715,43525,0,43809,43525,30,100,50,30,100,No need for applications for this research type,Mandatory,Mandatory,Quite important,Somewhat important,100,10,80,0,10,0,100,30,70,0,0,0,0,0,Decreased considerably,Increased,Stayed the same,Not very important,2,NA,1,1,NA,1,Will decrease slightly,Will increase slightly,Will increase considerably,Will decrease considerably,0,0,"Crowd-sourced funding and funding directly from the public in an increasingly popular and successful model, especially as basic research funding dries up.",High Income
1,Utah,United States,United States,Female,Interdisciplinary Science,United States,2008,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2522,developed,100,NA,20,NA,80,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43809,0,0,0,0,10,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Somewhat important,Can't comment,Not at all important,Not at all important,100,0,0,100,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Can't comment,Increased,Somewhat important,1,NA,NA,1,NA,1,Will decrease slightly,Can't comment,Will increase slightly,Will decrease slightly,0,0,0,High Income
1,Utah,United States,United States,Male,Social Science / Humanities,United States,2014,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2523,developed,100,NA,20,NA,40,NA,40,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,No partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,0,43525,0,0,0,No need for applications for this research type,50,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Somewhat important,Can't comment,100,0,0,100,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Very important,1,NA,NA,NA,1,1,Will decrease slightly,Will decrease slightly,Will decrease slightly,Will stay the same,0,0,0,High Income
1,Idaho,United States,United States,Male,Interdisciplinary Science,United States,2001,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2524,developed,100,100,20,10,30,70,50,20,Yes,NA,NA,1,NA,NA,1,0,Slightly negative,Some partnership,No partnership,Yes,NA,NA,NA,1,NA,0,Slightly negative,43525,0,43620,0,43715,43525,0,20,0,10,10,0,Quite important,Somewhat important,Somewhat important,Not very important,100,0,80,20,0,0,100,0,100,0,0,0,0,0,Decreased considerably,Decreased,Increased considerably,Very important,2,NA,1,1,NA,1,Will decrease slightly,Will increase slightly,Will increase considerably,Will decrease slightly,0,0,0,High Income
1,Virginia,United States,United States,Female,"Physical Science (eg. math, physics, chemistry, computer science)",United States,2003,Senior academic researcher with >10 years of experience applying for research grants,2525,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,No partnership,Yes,NA,NA,NA,1,NA,0,Neutral,0,43715,43525,0,43620,0,30,10,0,40,0,0,Somewhat important,Somewhat important,Somewhat important,Not very important,100,0,90,10,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Stayed the same,Stayed the same,Very important,2,NA,1,1,NA,1,Will decrease slightly,Will stay the same,Will increase slightly,Will decrease slightly,0,0,0,High Income
1,Idaho,United States,United States,Male,Interdisciplinary Science,United States,2008,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2526,developed,100,NA,50,NA,50,NA,0,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,No partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,43715,43620,0,43525,43525,0,10,0,10,0,0,0,Somewhat important,Can't comment,Not very important,Can't comment,100,0,80,20,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Can't comment,Stayed the same,Not very important,1,NA,NA,1,NA,1,Will decrease slightly,Can't comment,Will decrease slightly,Will stay the same,0,0,0,High Income
1,Utah,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",0,0,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2527,developed,100,NA,80,NA,0,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,Some partnership,Yes,NA,1,NA,1,NA,0,Slightly positive,43525,0,43525,43525,0,0,No need for applications for this research type,0,0,No need for applications for this research type,No need for applications for this research type,0,Mandatory,Mandatory,Quite important,Quite important,100,100,0,0,0,0,100,100,0,0,0,0,0,0,Decreased,Increased,Increased considerably,Somewhat important,2,NA,1,1,NA,1,Will decrease slightly,Will increase slightly,Will increase slightly,Will increase slightly,0,0,0,High Income
1,Idaho,United States,United States,Female,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1995,Senior academic researcher with >10 years of experience applying for research grants,2528,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Can't comment,Can't comment,Can't comment,Can't comment,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Can't comment,Can't comment,Not very important,1,NA,NA,1,NA,1,Will decrease slightly,Can't comment,Can't comment,Will decrease slightly,0,0,"I had obtained some funding for fundamental research prior to 2006, but more recent funding has been for auxiliary projects and purposes other than research (e.g., funding and policies that support female faculty in STEM, workshops for girls in math or for physics teacher training).  I very strongly believe in the value of fundamental research and support increased and broader funding of such research.    In mathematics obtaining funding for fundamental research has always been challenging and has only become more so.  The uses for such funding (including time away from other duties to be able to focus, travel for talks and collaboration, better access to published articles and books, sometimes computing tools) are somewhat harder to quantify and defend by comparison to those who need expensive equipment to conduct research.  There is also a tradition of larger awards to a few elite researchers rather than a broader array of smaller awards to more researchers at a wider variety of institutions, even though quality fundamental research *is* often being done at such institutions.  Prioritizing research with a shorter-term tangible economic outcome fails to appreciate the potential long-term importance and inherent worth of fundamental research.",High Income
1,Utah,United States,United States,Male,Engineering,United States,1987,Senior academic researcher with >10 years of experience applying for research grants,2529,developed,100,100,30,20,50,70,20,10,Yes,1,NA,NA,NA,NA,1,0,Neutral,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43620,43715,43809,43620,43620,43715,50,50,50,50,50,50,Mandatory,Very important,Not very important,Not very important,100,10,80,10,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Decreased considerably,Decreased considerably,Somewhat important,1,NA,NA,1,NA,1,Will decrease considerably,Will decrease slightly,0,Will decrease slightly,0,0,0,High Income
1,Utah,United States,United States,Male,Natural Science,United States,1986,Senior academic researcher with >10 years of experience applying for research grants,2530,developed,100,NA,10,NA,90,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,43525,0,43525,43620,0,30,0,No need for applications for this research type,30,0,No need for applications for this research type,Somewhat important,Somewhat important,Somewhat important,Somewhat important,100,0,50,50,0,0,100,0,60,40,0,0,0,0,Decreased,Stayed the same,Stayed the same,Somewhat important,2,NA,1,1,NA,1,Will decrease slightly,Will stay the same,Will increase slightly,Will stay the same,0,0,0,High Income
1,0,United States,0,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,2007,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,2531,developed,100,100,10,0,60,90,30,10,Yes,1,NA,NA,1,NA,1,0,Very positive,Some partnership,No partnership,Yes,1,NA,1,1,NA,0,Very positive,0,43525,0,0,0,0,70,0,0,0,0,0,Not at all important,Can't comment,Not at all important,Can't comment,100,0,70,30,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Increased,Increased,Very important,2,NA,1,1,NA,1,Will stay the same,Will increase slightly,Will increase slightly,Can't comment,0,0,0,High Income
1,Virginia,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1989,Senior academic researcher with >10 years of experience applying for research grants,2532,developed,100,NA,0,NA,90,NA,10,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,43620,0,80,No need for applications for this research type,No need for applications for this research type,70,No need for applications for this research type,No need for applications for this research type,Not at all important,Not at all important,Can't comment,Can't comment,100,0,100,0,0,0,100,0,100,0,0,0,0,0,Decreased,Can't comment,Can't comment,Very important,2,NA,1,1,NA,1,Can't comment,Can't comment,Can't comment,Can't comment,0,0,0,High Income
1,Utah,United States,United States,Male,Engineering,United States,1985,Senior academic researcher with >10 years of experience applying for research grants,2533,developed,100,NA,50,NA,20,NA,30,NA,No,NA,NA,NA,NA,NA,0,0,0,Strong partnership,Strong partnership,Yes,NA,NA,NA,1,NA,0,Slightly positive,43620,43525,43620,43620,43525,43620,10,50,50,10,30,50,Quite important,Quite important,Quite important,Quite important,100,80,20,0,0,0,100,70,30,0,0,0,0,0,Can't comment,Stayed the same,Stayed the same,Somewhat important,1,NA,1,NA,NA,1,Will decrease slightly,Will increase considerably,Will stay the same,Will stay the same,0,0,0,High Income
1,Idaho,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,1981,Senior academic researcher with >10 years of experience applying for research grants,2534,developed,100,100,10,0,90,100,0,0,Yes,1,NA,NA,NA,NA,1,0,Very positive,No partnership,Some partnership,Yes,NA,NA,NA,NA,1,can't really say...it just happened,Neutral,43525,43525,0,43525,43525,0,0,0,0,0,0,0,Not at all important,Not at all important,Not very important,Not very important,100,0,0,80,0,20,0,NA,NA,NA,NA,NA,My pocket,my pocket,Decreased,Stayed the same,Stayed the same,Somewhat important,1,NA,1,NA,NA,1,Will decrease slightly,Will increase slightly,Will increase slightly,Will stay the same,0,0,0,High Income
