"Location","Country","Country_work","gender","what_participant_group","field_research","total_research","type","percent"
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",40
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",50
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Use_inspired_Research_past",20
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"","","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Israel","Israel","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","",100,"percent_Use_inspired_Research_past",0
"Israel","Israel","","","","",100,"percent_Use_inspired_Research_past",40
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"Nova Scotia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Alberta","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"Alberta","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",100
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",50
"Newfoundland and Labrador","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",10
"","","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"New Brunswick","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",40
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"Germany","Germany","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",50
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"British Columbia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",40
"British Columbia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",170,"percent_Use_inspired_Research_past",11.7647058823529
"Switzerland","Switzerland","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",110,"percent_Use_inspired_Research_past",9.09090909090909
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"New York","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Massachusetts","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",0
"New York","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"California","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",30
"British Columbia","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",20
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"Utah","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",40
"Delaware","Delaware","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Use_inspired_Research_past",0
"Ontario","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",40
"India","India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",190,"percent_Use_inspired_Research_past",31.5789473684211
"Newfoundland and Labrador","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"British Columbia","Canada","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Use_inspired_Research_past",0
"","","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","",100,"percent_Use_inspired_Research_past",0
"New Brunswick","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",90,"percent_Use_inspired_Research_past",10
"New Brunswick","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"Ontario","Canada","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","",100,"percent_Use_inspired_Research_past",30
"Pakistan","Pakistan","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",130,"percent_Use_inspired_Research_past",30.7692307692308
"United Kingdom","United Kingdom","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",50
"United Kingdom","United Kingdom","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Use_inspired_Research_past",20
"United Kingdom","United Kingdom","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",40
"United Kingdom","United Kingdom","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Use_inspired_Research_past",0
"Alabama","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",0
"United Kingdom","United Kingdom","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Use_inspired_Research_past",0
"United Kingdom","United Kingdom","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",20
"United Kingdom","United Kingdom","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"","","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",0
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Use_inspired_Research_past",30
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Belgium","Belgium","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",30
"India","India","","","Senior academic researcher with >10 years of experience applying for research grants","",130,"percent_Use_inspired_Research_past",23.0769230769231
"Europe","Europe","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","",100,"percent_Use_inspired_Research_past",40
"United Kingdom","United Kingdom","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",60
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",30
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",80
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",40
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"Australia","Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Use_inspired_Research_past",60
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",40
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",30
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",50
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",30
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",50
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",40
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"New Zealand","New Zealand","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",30
"Georgia","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",30
"Minnesota","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"Idaho","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"British Columbia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",60
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",0
"Malta","Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",180,"percent_Use_inspired_Research_past",33.3333333333333
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","",140,"percent_Use_inspired_Research_past",21.4285714285714
"Italy","Italy","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",80,"percent_Use_inspired_Research_past",0
"Malta","Malta","","","Senior academic researcher with >10 years of experience applying for research grants","",110,"percent_Use_inspired_Research_past",36.3636363636364
"","","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",20
"Uruguay","Uruguay","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Use_inspired_Research_past",0
"Indonesia","Indonesia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",20
"India","India","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",10
"India","India","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",50
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",90,"percent_Use_inspired_Research_past",10
"Uruguay","Uruguay","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","",140,"percent_Use_inspired_Research_past",42.8571428571429
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",0
"New Zealand","New Zealand","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",0
"Malta","Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",50
"Malta","Malta","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",70
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",20
"Malta","Malta","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",80
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Use_inspired_Research_past",0
"India","India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Use_inspired_Research_past",90
"British Columbia","Canada","Bosnia and Herzegovina","Female","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","Medicine and Life Science",180,"percent_Applied_Research_past",27.7777777777778
"British Columbia","Canada","Brazil","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",110,"percent_Applied_Research_past",0
"British Columbia","Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",110,"percent_Applied_Research_past",0
"British Columbia","Canada","","","","",120,"percent_Applied_Research_past",16.6666666666667
"Netherlands","Netherlands","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",40
"India","India","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",40
"Quebec","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Quebec","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Netherlands","Netherlands","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",40
"Austria","Austria","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",120,"percent_Applied_Research_past",8.33333333333333
"Switzerland","Switzerland","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",20
"Netherlands","Netherlands","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","",100,"percent_Applied_Research_past",40
"Netherlands","Netherlands","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Italy","Italy","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","",100,"percent_Applied_Research_past",10
"","","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Cyprus","Cyprus","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Italy","Italy","","","Senior academic researcher with >10 years of experience applying for research grants","",180,"percent_Applied_Research_past",33.3333333333333
"Italy","Italy","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",0
"Italy","Italy","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","",100,"percent_Applied_Research_past",0
"Italy","Italy","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",40
"Germany","Germany","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Belgium","Belgium","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",50
"Romania","Romania","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",80
"Italy","Italy","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",0
"Italy","Italy","","","Senior academic researcher with >10 years of experience applying for research grants","",50,"percent_Applied_Research_past",0
"Poland","Poland","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",0
"Italy","Italy","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Massachusetts","USA","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",0
"France","France","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",20
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"New York","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Nova Scotia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"France","France","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",20
"Israel","Israel","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Poland","Poland","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",50
"Chile","Chile","","","Senior academic researcher with >10 years of experience applying for research grants","",160,"percent_Applied_Research_past",0
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",40
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",30
"Poland","Poland","","","Senior academic researcher with >10 years of experience applying for research grants","",200,"percent_Applied_Research_past",25
"Poland","Poland","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",120,"percent_Applied_Research_past",41.6666666666667
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",60
"Spain","Spain","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Spain","Spain","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Israel","Israel","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Brazil","Brazil","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"Brazil","Brazil","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Brazil","Brazil","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",110,"percent_Applied_Research_past",0
"Brazil","Brazil","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",100
"Quebec","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Washington","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",50
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",20
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"Ontario","Canada","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",140,"percent_Applied_Research_past",14.2857142857143
"British Columbia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"Ontario","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",10
"Ontario","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",60
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Alberta","Canada","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",30
"Alberta","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"Ontario","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",30
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",50
"Alberta","Canada","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",10
"British Columbia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",20
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"","","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"China","China","","","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_Applied_Research_past",0
"Russian Federation","Russian Federation","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",40
"Florida","USA","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",0
"France","France","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",30
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Ontario","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",30
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",50
"Alberta","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Chile","Chile","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"New Brunswick","Canada","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",80
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Social Science / Humanities",100,"percent_Applied_Research_past",10
"Quebec","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",50,"percent_Applied_Research_past",0
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",50
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",110,"percent_Applied_Research_past",9.09090909090909
"Nova Scotia","Canada","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","",100,"percent_Applied_Research_past",10
"Ontario","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",20
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",40
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",20
"Quebec","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_Applied_Research_past",80
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"","","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Israel","Israel","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","",100,"percent_Applied_Research_past",40
"Israel","Israel","","","","",100,"percent_Applied_Research_past",40
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Nova Scotia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",70
"Alberta","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"Alberta","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"Newfoundland and Labrador","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",10
"","","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"New Brunswick","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Germany","Germany","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",30
"Israel","Israel","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",20
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",50
"British Columbia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",10
"British Columbia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",20
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",170,"percent_Applied_Research_past",29.4117647058824
"Switzerland","Switzerland","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",110,"percent_Applied_Research_past",9.09090909090909
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",20
"New York","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Massachusetts","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"New York","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"California","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"British Columbia","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",20
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",20
"Utah","USA","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
"Delaware","Delaware","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","",100,"percent_Applied_Research_past",0
"Ontario","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","",100,"percent_Applied_Research_past",0
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","",100,"percent_Applied_Research_past",0
