"Country","Country_work","gender","what_participant_group","field_research","Location","reason_partnership_change_interest","reason_partnership_change_career","reason_partnership_change_socially","reason_partnership_change_funding","reason_partnership_change_other"
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",1,NA,NA,1,NA
"","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","",NA,NA,NA,NA,NA
"Australia","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","Australia",NA,NA,NA,1,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,1
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Australia",NA,NA,NA,NA,NA
"Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",1,NA,NA,1,NA
"","","","","","",NA,NA,NA,NA,NA
"Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",1,1,NA,1,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"USA","","","","","Massachusetts",NA,NA,NA,NA,NA
"","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Australia",NA,NA,NA,NA,NA
"Japan","","","Senior academic researcher with >10 years of experience applying for research grants","","Japan",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",1,1,NA,1,NA
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,1,1,NA,1
"Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Australia",NA,NA,NA,NA,NA
"Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Australia",NA,NA,NA,NA,NA
"Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Australia",NA,NA,NA,NA,NA
"New Zealand","","","","","New Zealand",NA,NA,NA,NA,NA
"South Africa","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","South Africa",NA,NA,NA,NA,NA
"New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","New Zealand",NA,NA,NA,NA,NA
"Australia","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","Australia",NA,NA,NA,NA,NA
"New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","New Zealand",NA,NA,NA,1,NA
"New Zealand","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","New Zealand",NA,NA,NA,NA,NA
"New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","New Zealand",NA,NA,NA,NA,NA
"Romania","","","","","Romania",NA,NA,NA,NA,NA
"New Zealand","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","New Zealand",NA,NA,NA,1,NA
"New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","New Zealand",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"China","","","Senior academic researcher with >10 years of experience applying for research grants","","China",NA,NA,NA,NA,NA
"New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","New Zealand",NA,NA,NA,NA,NA
"United Kingdom","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","United Kingdom",NA,NA,NA,NA,NA
"Canada","","","","","Ontario",NA,NA,NA,NA,NA
"Canada","","","","","British Columbia",NA,NA,NA,NA,NA
"South Africa","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","South Africa",NA,NA,NA,NA,NA
"Canada","","","","","British Columbia",NA,NA,NA,NA,NA
"New Zealand","","","","","New Zealand",NA,NA,NA,NA,NA
"New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","New Zealand",NA,NA,NA,NA,NA
"New Zealand","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","New Zealand",NA,NA,NA,NA,NA
"New Zealand","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","New Zealand",NA,1,NA,1,NA
"China","","","","","China",NA,NA,NA,NA,NA
"New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","New Zealand",NA,NA,NA,NA,NA
"New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","New Zealand",NA,NA,NA,NA,NA
"New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","New Zealand",NA,NA,NA,NA,NA
"New Zealand","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","New Zealand",NA,NA,NA,1,NA
"New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","New Zealand",NA,NA,NA,NA,NA
"Israel","Israel","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Other","Israel",NA,NA,NA,NA,NA
"USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Utah",1,1,NA,NA,NA
"USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Georgia",NA,NA,NA,NA,NA
"USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Texas",NA,NA,NA,NA,NA
"","","","","","",NA,NA,NA,NA,NA
"USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Idaho",NA,NA,NA,NA,NA
"USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Minnesota",NA,NA,NA,NA,NA
"USA","","","Senior academic researcher with >10 years of experience applying for research grants","","California",NA,NA,NA,NA,NA
"USA","","","Senior academic researcher with >10 years of experience applying for research grants","","Idaho",NA,NA,NA,NA,NA
"USA","","","","","Utah",NA,NA,NA,NA,NA
"USA","","","","","Utah",NA,NA,NA,NA,NA
"USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Utah",NA,NA,NA,NA,NA
"USA","","","Senior academic researcher with >10 years of experience applying for research grants","","Minnesota",NA,NA,NA,NA,NA
"USA","","","","","Utah",NA,NA,NA,NA,NA
"USA","","","Senior academic researcher with >10 years of experience applying for research grants","","Utah",NA,NA,NA,NA,NA
"USA","","","","","Utah",NA,NA,NA,NA,NA
"USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Utah",NA,NA,NA,NA,NA
"USA","","","Senior academic researcher with >10 years of experience applying for research grants","","Idaho",NA,NA,NA,NA,NA
"USA","","","Senior academic researcher with >10 years of experience applying for research grants","","Idaho",NA,NA,NA,NA,NA
"USA","","","","","Minnesota",NA,NA,NA,NA,NA
"USA","","","","","Utah",NA,NA,NA,NA,NA
"USA","","","Senior academic researcher with >10 years of experience applying for research grants","","Utah",NA,NA,NA,NA,NA
"USA","","","Senior academic researcher with >10 years of experience applying for research grants","","Minnesota",NA,NA,NA,NA,NA
"USA","","","Senior academic researcher with >10 years of experience applying for research grants","","Minnesota",NA,NA,NA,NA,NA
"USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Utah",NA,NA,NA,NA,NA
"Nigeria","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","Nigeria",NA,NA,NA,NA,NA
"Netherlands","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Netherlands",NA,NA,NA,NA,NA
"USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Minnesota",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,1,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"United Kingdom","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","United Kingdom",NA,NA,NA,NA,NA
"Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Australia",NA,NA,NA,NA,NA
"Canada","","","","","Ontario",NA,NA,NA,NA,NA
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"","","","","","",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Australia",NA,NA,NA,NA,NA
"Australia","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","Australia",NA,NA,NA,NA,NA
"Australia","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","Australia",NA,NA,NA,NA,NA
"Australia","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","Australia",NA,NA,NA,NA,NA
"Australia","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","Australia",NA,NA,NA,NA,NA
"Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Australia",NA,NA,NA,NA,NA
"Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Australia",NA,NA,NA,NA,NA
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"","","","","","",NA,NA,NA,NA,NA
"","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","",NA,NA,NA,NA,1
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Australia",NA,NA,NA,NA,NA
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Australia",NA,NA,NA,NA,NA
"United Kingdom","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","United Kingdom",NA,NA,NA,NA,NA
"USA","","","","","Florida",NA,NA,NA,NA,NA
"Canada","","","","","Ontario",NA,NA,NA,NA,NA
"","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","",NA,NA,NA,NA,NA
"Canada","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Ontario",NA,NA,NA,NA,NA
"Canada","","","","","Ontario",NA,NA,NA,NA,NA
"Canada","","","Senior academic researcher with >10 years of experience applying for research grants","","British Columbia",NA,NA,NA,1,NA
"USA","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Utah",NA,NA,NA,NA,NA
"","","","","","",NA,NA,NA,NA,NA
"Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","British Columbia",NA,NA,NA,NA,NA
"Canada","","","Senior academic researcher with >10 years of experience applying for research grants","","British Columbia",NA,NA,NA,NA,NA
"","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Quebec",NA,NA,NA,NA,NA
"Canada","","","Senior academic researcher with >10 years of experience applying for research grants","","Quebec",NA,NA,NA,NA,NA
"Netherlands","","","","","Netherlands",NA,NA,NA,NA,NA
"Canada","","","Senior academic researcher with >10 years of experience applying for research grants","","Ontario",1,NA,NA,1,NA
"India","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","India",NA,NA,NA,NA,NA
"","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Israel","","","","","Israel",NA,NA,NA,NA,NA
"United Kingdom","","","Senior academic researcher with >10 years of experience applying for research grants","","United Kingdom",NA,NA,NA,NA,NA
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"Canada","","","","","Nova Scotia",NA,NA,NA,NA,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,NA,NA
"Italy","","","Senior academic researcher with >10 years of experience applying for research grants","","Italy",NA,NA,NA,NA,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,NA,NA
"Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Malta",NA,NA,NA,NA,NA
"Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Malta",NA,NA,NA,NA,NA
"","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Uruguay",1,NA,NA,NA,NA
"Uruguay","","","","","Uruguay",NA,NA,NA,NA,NA
"Brazil","","","Senior academic researcher with >10 years of experience applying for research grants","","Brazil",NA,NA,NA,NA,NA
"Uruguay","","","","","Uruguay",NA,NA,NA,NA,NA
"Argentina","","","Senior academic researcher with >10 years of experience applying for research grants","","Argentina",NA,NA,NA,NA,NA
"Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Uruguay",NA,NA,NA,NA,NA
"Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Uruguay",NA,NA,NA,NA,NA
"Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Uruguay",NA,NA,NA,NA,NA
"Brazil","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Brazil",NA,NA,NA,NA,NA
"Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Malta",NA,NA,NA,NA,NA
"Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Malta",NA,NA,NA,NA,NA
"Italy","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Italy",NA,1,NA,NA,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,NA,NA
"Malta","","","","","Malta",NA,NA,NA,NA,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,1,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,NA,NA
"Malta","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Malta",NA,NA,NA,NA,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,NA,NA
"Ethiopia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Ethiopia",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"Uruguay","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","Uruguay",NA,NA,NA,NA,NA
"Russian Federation","","","","","Russian Federation",NA,NA,NA,NA,NA
"Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Uruguay",NA,1,NA,NA,NA
"","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Germany","","","","","Germany",NA,NA,NA,NA,NA
"Kenya","","","","","Kenya",NA,NA,NA,NA,NA
"Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Uruguay",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"Chile","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Chile",NA,NA,NA,NA,NA
"","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Kenya","","","Senior academic researcher with >10 years of experience applying for research grants","","Kenya",NA,NA,NA,NA,NA
"Chile","","","","","Chile",NA,NA,NA,NA,NA
"","","","","","",NA,NA,NA,NA,NA
"Chile","","","","","Chile",NA,NA,NA,NA,NA
"Uruguay","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Uruguay",NA,NA,NA,NA,NA
"Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Uruguay",NA,NA,NA,NA,NA
"Nigeria","","","","","Nigeria",NA,NA,NA,NA,NA
"India","","","Senior academic researcher with >10 years of experience applying for research grants","","India",1,NA,1,1,NA
"India","","","","","India",NA,NA,NA,NA,NA
"India","","","Senior academic researcher with >10 years of experience applying for research grants","","India",NA,NA,NA,NA,NA
"India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","India",NA,NA,NA,NA,NA
"Indonesia","","","","","Indonesia",NA,NA,NA,NA,NA
"Uruguay","","","","","Uruguay",NA,NA,NA,NA,NA
"Uruguay","","","","","Uruguay",NA,NA,NA,NA,NA
"Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Uruguay",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Indonesia","","","","","Indonesia",NA,NA,NA,NA,NA
"Indonesia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Indonesia",NA,NA,NA,1,NA
"","","","","","",NA,NA,NA,NA,NA
"Japan","","","","","Japan",NA,NA,NA,NA,NA
"India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","India",NA,NA,NA,NA,NA
"Chile","","","","","Chile",NA,NA,NA,NA,NA
"Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Uruguay",NA,NA,NA,NA,NA
"Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Uruguay",NA,NA,NA,NA,NA
"India","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","India",NA,NA,NA,NA,NA
"India","","","Senior academic researcher with >10 years of experience applying for research grants","","India",NA,NA,NA,NA,NA
"Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Uruguay",NA,NA,NA,NA,NA
"India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","India",NA,NA,NA,NA,NA
"India","","","Senior academic researcher with >10 years of experience applying for research grants","","India",NA,NA,NA,NA,NA
"India","","","Senior academic researcher with >10 years of experience applying for research grants","","India",1,1,NA,NA,NA
"","","","","","",NA,NA,NA,NA,NA
"Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Uruguay",NA,NA,NA,NA,NA
"Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Uruguay",NA,NA,NA,NA,NA
"Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Uruguay",NA,NA,NA,1,NA
"Uruguay","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","Uruguay",1,NA,1,NA,1
"","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","",NA,NA,NA,1,NA
"Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Uruguay",NA,NA,NA,NA,NA
"Brazil","","","","","Brazil",NA,NA,NA,NA,NA
"Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Uruguay",NA,NA,NA,NA,NA
"","","","","","",NA,NA,NA,NA,NA
"South Africa","","","","","South Africa",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"USA","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","New York",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"Romania","","","","","Romania",NA,NA,NA,NA,NA
"","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Nigeria","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Nigeria",NA,NA,NA,NA,NA
"India","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","India",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Uruguay",NA,NA,NA,NA,NA
"India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","India",NA,NA,NA,NA,NA
"Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Uruguay",NA,NA,NA,NA,NA
"Latvia","","","","","Latvia",NA,NA,NA,NA,NA
"Albania","","","","","Albania",NA,NA,NA,NA,NA
"USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","California",NA,NA,NA,NA,NA
"Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Uruguay",NA,NA,NA,NA,NA
"Iceland","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Iceland",NA,NA,NA,NA,NA
"New Zealand","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","New Zealand",NA,NA,NA,NA,NA
"New Zealand","","","","","New Zealand",NA,NA,NA,NA,NA
"New Zealand","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","New Zealand",NA,NA,NA,NA,NA
"","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,NA,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",1,NA,NA,NA,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,NA,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,NA,NA
"Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Malta",NA,NA,NA,NA,1
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,1,1,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,NA,NA
"","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"India","","","Senior academic researcher with >10 years of experience applying for research grants","","India",1,NA,NA,NA,NA
"France","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","France",NA,NA,NA,NA,NA
"Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Malta",NA,NA,NA,NA,NA
"Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Malta",NA,NA,NA,NA,NA
"Romania","","","","","Romania",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"Australia","","","","","Australia",NA,NA,NA,NA,NA
"New Zealand","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","New Zealand",NA,NA,NA,NA,NA
"Morocco","","","","","Morocco",NA,NA,NA,NA,NA
"Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Australia",NA,NA,NA,NA,NA
"India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","India",1,1,NA,1,NA
"India","","","","","India",NA,NA,NA,NA,NA
"India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","India",NA,NA,NA,NA,NA
"India","","","","","India",NA,NA,NA,NA,NA
"Malta","","","","","Malta",NA,NA,NA,NA,NA
"India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","India",NA,NA,NA,NA,NA
