"Location","Country","Country_work","gender","what_participant_group","field_research","changed_10yrs","Main_reason_change_interest_related","Main_reason_change_Career_related","Main_reason_change_Funding_related","Main_reason_change_Socially_related","Main_reason_change_Other"
"United Kingdom","United Kingdom","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Germany","Germany","","","","","",NA,NA,NA,NA,NA
"Ontario","Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)","Yes",NA,NA,1,NA,NA
"Newfoundland and Labrador","Canada","","","","","",NA,NA,NA,NA,NA
"Ontario","Canada","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","",NA,NA,NA,NA,NA
"Tanzania","Tanzania","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,NA,NA,NA
"British Columbia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Germany","Germany","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Ireland","Ireland","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","No",NA,NA,NA,NA,NA
"Massachusetts","USA","","","","","No",NA,NA,NA,NA,NA
"Florida","USA","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"","","","","","","",NA,NA,NA,NA,NA
"Brazil","Brazil","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,NA,1,1,NA
"Ontario","Canada","","","","","",NA,NA,NA,NA,NA
"British Columbia","Canada","","","","","",NA,NA,NA,NA,NA
"District of Columbia","USA","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","No",NA,NA,NA,NA,NA
"Belgium","Belgium","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",1,1,1,NA,NA
"District of Columbia","USA","","","","","",NA,NA,NA,NA,NA
"China","China","","","","","",NA,NA,NA,NA,NA
"Malaysia","Malaysia","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","",NA,NA,NA,NA,NA
"India","India","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,1,1,1,NA
"Europe","Europe","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","Yes",NA,1,NA,NA,NA
"Kentucky","Kentucky","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Germany","Germany","","","","","",NA,NA,NA,NA,NA
"Massachusetts","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Massachusetts","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"South Africa","South Africa","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",NA,NA,NA,NA,NA
"United Kingdom","United Kingdom","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Massachusetts","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"United Kingdom","United Kingdom","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,1,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,NA,1,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,1,1,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,1,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,1,NA,NA
"","","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Australia","Australia","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Yes",1,NA,1,NA,NA
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,NA,1,NA,NA
"","","","","","","Yes",NA,NA,NA,NA,NA
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,1,1,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Massachusetts","USA","","","","","Yes",NA,NA,NA,NA,NA
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Japan","Japan","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,1,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,1,1,1,1
"Australia","Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",NA,NA,1,NA,NA
"Australia","Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","No",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","","","",NA,NA,NA,NA,NA
"South Africa","South Africa","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,NA,NA,NA,NA
"Australia","Australia","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,1,NA,NA
"New Zealand","New Zealand","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Romania","Romania","","","","","",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","No",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"China","China","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"United Kingdom","United Kingdom","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Ontario","Canada","","","","","",NA,NA,NA,NA,NA
"British Columbia","Canada","","","","","",NA,NA,NA,NA,NA
"South Africa","South Africa","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"British Columbia","Canada","","","","","",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","","","",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,1,1,NA,NA
"New Zealand","New Zealand","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","No",NA,NA,NA,NA,NA
"China","China","","","","","",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,1,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"New Zealand","New Zealand","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",NA,NA,1,NA,NA
"New Zealand","New Zealand","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Israel","Israel","Israel","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Other","No",NA,NA,NA,NA,NA
"Utah","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Georgia","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",1,NA,1,NA,NA
"Texas","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"","","","","","","",NA,NA,NA,NA,NA
"Idaho","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Minnesota","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"California","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Idaho","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Utah","USA","","","","","",NA,NA,NA,NA,NA
"Utah","USA","","","","","",NA,NA,NA,NA,NA
"Utah","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Minnesota","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,1,NA,NA,NA
"Utah","USA","","","","","",NA,NA,NA,NA,NA
"Utah","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Utah","USA","","","","","",NA,NA,NA,NA,NA
"Utah","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Idaho","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,1,NA,NA,NA
"Idaho","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Minnesota","USA","","","","","",NA,NA,NA,NA,NA
"Utah","USA","","","","","",NA,NA,NA,NA,NA
"Utah","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Minnesota","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Minnesota","USA","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Utah","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Nigeria","Nigeria","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Netherlands","Netherlands","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Minnesota","USA","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,1,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,1,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,1,1,NA,NA
"United Kingdom","United Kingdom","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Ontario","Canada","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"","","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Australia","Australia","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","Yes",NA,NA,NA,NA,NA
"Australia","Australia","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"","","","","","","",NA,NA,NA,NA,NA
"","","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,NA,NA,NA
"Australia","Australia","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"United Kingdom","United Kingdom","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","",NA,NA,NA,NA,NA
"Florida","USA","","","","","",NA,NA,NA,NA,NA
"Ontario","Canada","","","","","",NA,NA,NA,NA,NA
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"","","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Ontario","Canada","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Ontario","Canada","","","","","",NA,NA,NA,NA,NA
"British Columbia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,1,NA,NA
"Utah","USA","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","",NA,NA,NA,NA,NA
"","","","","","","",NA,NA,NA,NA,NA
"British Columbia","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"British Columbia","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",NA,NA,1,NA,NA
"Quebec","Canada","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Quebec","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Netherlands","Netherlands","","","","","",NA,NA,NA,NA,NA
"Ontario","Canada","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"India","India","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Israel","Israel","","","","","",NA,NA,NA,NA,NA
"United Kingdom","United Kingdom","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Australia","Australia","","","","","",NA,NA,NA,NA,NA
"Nova Scotia","Canada","","","","","",NA,NA,NA,NA,NA
"Malta","Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Italy","Italy","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Malta","Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Malta","Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Malta","Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",1,NA,NA,NA,NA
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",1,NA,NA,NA,NA
"Uruguay","Uruguay","","","","","",NA,NA,NA,NA,NA
"Brazil","Brazil","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","","","",NA,NA,NA,NA,NA
"Argentina","Argentina","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,1,1,NA,NA
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Brazil","Brazil","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Malta","Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Malta","Malta","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"Italy","Italy","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",NA,1,NA,NA,NA
"Malta","Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Malta","Malta","","","","","",NA,NA,NA,NA,NA
"Malta","Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Malta","Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Malta","Malta","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","No",NA,NA,NA,NA,NA
"Malta","Malta","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,1,1,1,NA
"Ethiopia","Ethiopia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"India","India","","","","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","No",NA,NA,NA,NA,NA
"Russian Federation","Russian Federation","","","","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"","","","","Senior academic researcher with >10 years of experience applying for research grants","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Germany","Germany","","","","","",NA,NA,NA,NA,NA
"Kenya","Kenya","","","","","Yes",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"India","India","","","","","",NA,NA,NA,NA,NA
"Chile","Chile","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"","","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,NA,NA,1,NA
"Kenya","Kenya","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Chile","Chile","","","","","",NA,NA,NA,NA,NA
"","","","","","","",NA,NA,NA,NA,NA
"Chile","Chile","","","","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","Yes",1,NA,NA,NA,NA
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Nigeria","Nigeria","","","","","",NA,NA,NA,NA,NA
"India","India","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"India","India","","","","","",NA,NA,NA,NA,NA
"India","India","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"India","India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Indonesia","Indonesia","","","","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","",NA,NA,NA,NA,NA
"India","India","","","","","",NA,NA,NA,NA,NA
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Indonesia","Indonesia","","","","","",NA,NA,NA,NA,NA
"Indonesia","Indonesia","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",1,NA,1,NA,NA
"","","","","","","",NA,NA,NA,NA,NA
"Japan","Japan","","","","","",NA,NA,NA,NA,NA
"India","India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Chile","Chile","","","","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Can't comment (new researcher)",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"India","India","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","",NA,NA,NA,NA,NA
"India","India","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"India","India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"India","India","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,NA,1,NA,NA
"India","India","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",1,1,NA,NA,NA
"","","","","","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,1,NA,NA,NA
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",1,NA,NA,NA,NA
"Uruguay","Uruguay","","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","","Yes",1,NA,NA,NA,NA
"","","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","No",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","No",NA,NA,NA,NA,NA
"Brazil","Brazil","","","","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","",NA,NA,NA,NA,NA
"","","","","","","",NA,NA,NA,NA,NA
"South Africa","South Africa","","","","","",NA,NA,NA,NA,NA
"India","India","","","","","",NA,NA,NA,NA,NA
"New York","USA","","","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","No",NA,NA,NA,NA,NA
"India","India","","","","","",NA,NA,NA,NA,NA
"Romania","Romania","","","","","",NA,NA,NA,NA,NA
"","","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Nigeria","Nigeria","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","Yes",NA,NA,NA,NA,NA
"India","India","","","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","","No",NA,NA,NA,NA,NA
"India","India","","","","","",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Senior academic researcher with >10 years of experience applying for research grants","","Yes",NA,NA,1,1,NA
"India","India","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Uruguay","Uruguay","","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","No",NA,NA,NA,NA,NA
"Latvia","Latvia","","","","","",NA,NA,NA,NA,NA
"Albania","Albania","","","","","",NA,NA,NA,NA,NA
